"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"MODESTUDIOS1";"EXPERIENCIAPREVIA1";"EXPERIENCIAPREVIA4_1";"EXPERIENCIAPREVIA4_2";"EXPERIENCIAPREVIA4_3";"EXPERIENCIAPREVIA4_4";"EXPERIENCIAPREVIA4_5";"EXPERIENCIAPREVIA2";"EXPERIENCIAPREVIA3";"PRIMERA_GENERACION1";"PRIMERA_GENERACION2";"EXPERIENCIAPREVIA5_1";"EXPERIENCIAPREVIA5_2";"EXPERIENCIAPREVIA5_3";"EXPERIENCIAPREVIA5_4";"EXPERIENCIAPREVIA5_5";"EXPERIENCIAPREVIA5_6";"EXPERIENCIAPREVIA5_7";"EXPERIENCIAPREVIA5_8";"EXPERIENCIAPREVIA5_9";"EXPERIENCIAPREVIA5_10";"CCEA3_1";"CCEA3_2";"CCEA3_3";"CCEA3_4";"CCEA3_5";"CCEA3_6";"CCEA12_1";"CCEA12_2";"CCEA12_3";"CCEA12_4";"CCEA12_5";"CCEA12_6";"CCEA12_7";"CCEA12_8";"CCEA12_9";"CCEA12_10";"CCEA12_11";"CCEA8_1";"CCEA8_2";"CCEA8_3";"CCEA8_4";"CCEA8_5";"CCEA8_6";"CCEA9";"CCEA10";"CCEA6_1";"CCEA6_2";"CCEA6_3";"CCEA6_4";"CCEA6_5";"CCEA7_1_1";"CCEA7_1_3";"CCEA7_2"
"K3226192254";2025;49303;"49";1;5;9;9;9;9;9;0;0;1;0;2;3;1;2;3;2;1;2;1;3;3;3;1;2;1;1;2;3;2;1;2;3;2;3;2;3;2;1;1;1;1;0;0;2;3;3;2;2;3;3;2;1;1
"K9426192250";2025;39134;"39";1;5;9;9;9;9;9;0;0;0;2;3;3;2;2;3;3;1;2;2;2;3;3;3;2;1;2;3;2;2;2;3;3;3;2;2;1;2;1;1;0;0;0;0;3;4;3;2;2;2;2;1;4;2
"K2526192255";2025;50810;"50";1;5;9;9;9;9;9;0;0;0;1;2;3;0;0;0;3;2;2;0;3;3;3;3;2;3;0;1;0;0;1;1;0;1;0;0;0;2;1;0;1;0;0;0;3;2;3;0;3;3;3;2;0;1
"K8726192251";2025;40002;"40";2;5;9;9;9;9;9;0;0;0;2;2;2;0;0;3;3;0;1;0;1;3;3;3;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;4;2;0;2;0;1;2;0;1
"K4626192254";2025;46502;"46";1;5;9;9;9;9;9;0;0;1;0;2;3;1;1;3;3;1;2;1;2;3;3;3;3;1;2;3;3;2;3;1;3;2;2;2;1;2;1;0;0;0;0;0;3;4;3;3;2;2;3;2;0;1
"K7726192252";2025;11069;"11";1;5;9;9;9;9;9;0;0;0;3;3;3;3;1;3;3;1;3;3;3;1;3;3;2;3;1;3;3;3;3;3;2;3;1;1;2;3;1;1;0;0;0;0;4;5;3;3;3;3;2;2;3;1
"K8026192252";2025;51154;"51";1;5;9;9;9;9;9;0;0;0;1;2;3;0;2;2;3;1;3;2;3;3;3;3;2;1;2;2;3;1;2;2;3;2;3;3;3;3;1;1;1;0;0;0;3;5;3;3;3;3;3;2;0;1
"K5326192255";2025;51260;"51";2;5;9;9;9;9;9;0;0;1;0;2;3;2;2;3;3;3;2;3;2;2;3;3;2;1;2;3;3;2;3;2;3;2;3;3;2;3;1;1;0;1;0;0;3;3;3;2;2;3;2;1;3;2
"K1526192258";2025;38006;"38";1;5;9;9;9;9;9;0;0;1;0;1;2;1;1;2;3;1;3;2;3;3;3;2;3;2;1;3;3;1;1;2;3;2;3;3;3;2;1;1;0;0;0;0;3;4;3;1;2;3;1;1;1;2
"K8026192254";2025;25037;"25";1;5;9;9;9;9;9;0;0;1;0;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;2;2;1;2;2;1;2;2;2;2;2;1;0;0;1;0;0;3;5;3;3;3;3;3;1;0;2
"K1126202252";2025;25010;"25";1;5;9;9;9;9;9;0;0;1;0;3;1;1;2;3;3;1;2;1;3;3;3;3;2;1;1;3;1;1;3;2;1;3;3;3;3;2;0;0;0;0;1;0;4;3;3;1;3;2;2;1;0;3
"K4226202250";2025;14061;"14";1;5;9;9;9;9;9;0;0;0;2;2;2;2;2;3;3;3;2;1;3;3;3;2;1;2;2;2;3;1;1;2;3;3;3;3;3;3;1;1;1;0;0;0;3;4;3;2;3;3;3;2;0;2
"K0126202253";2025;17009;"17";1;5;9;9;9;9;9;0;0;1;0;3;2;1;1;2;3;2;3;3;3;3;3;3;3;2;1;2;2;3;3;3;3;2;3;3;3;2;1;1;1;0;0;0;2;4;3;3;3;3;3;2;1;1
"K0726202253";2025;22076;"22";1;5;9;9;9;9;9;0;0;0;3;2;3;2;3;3;3;3;3;2;3;3;3;2;3;2;1;2;3;2;2;2;3;2;2;1;3;3;1;1;0;0;0;0;3;3;3;3;3;3;3;1;0;2
"K3826202251";2025;56205;"56";1;5;9;9;9;9;9;0;0;0;1;1;3;2;2;2;3;3;3;2;2;3;3;2;3;2;1;3;3;1;2;3;3;3;3;3;3;2;0;1;1;1;0;0;4;4;3;3;3;2;2;2;0;2
"K3526192258";2025;13040;"13";1;5;9;9;9;9;9;0;0;1;0;2;2;2;3;3;3;2;3;2;3;3;3;2;2;3;0;0;3;2;3;3;0;3;3;3;3;3;1;1;1;1;0;0;3;4;3;1;1;1;3;2;0;2
"K6626192256";2025;14072;"14";1;5;9;9;9;9;9;0;0;0;1;2;0;0;0;0;0;0;0;0;3;3;3;1;2;0;0;3;0;0;3;3;0;0;0;0;0;0;1;0;1;0;0;0;3;3;3;3;3;2;0;1;2;2
"K0026202254";2025;11095;"11";1;5;9;9;9;9;9;0;0;0;1;2;2;1;1;3;3;3;2;3;3;3;3;3;2;1;1;3;1;3;3;3;1;2;2;1;2;3;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;2
"K2826192259";2025;45039;"45";1;5;9;9;9;9;9;0;0;1;0;2;3;1;2;3;3;2;2;1;3;2;3;2;3;2;2;3;2;3;2;3;3;2;3;2;3;2;1;1;1;0;0;0;3;3;3;1;3;2;3;2;1;2
"K9026192255";2025;32016;"32";1;5;9;9;9;9;9;0;0;1;0;2;0;1;1;2;3;1;2;0;3;3;3;2;2;1;0;2;2;0;2;0;2;2;0;0;2;2;1;1;1;0;0;0;4;5;3;2;3;2;1;1;2;2
"K5526202251";2025;14081;"14";1;5;9;9;9;9;9;0;0;1;0;2;3;0;3;3;3;2;3;0;3;3;2;3;3;0;0;3;3;3;3;3;3;3;2;3;3;3;1;1;0;0;0;0;3;3;3;2;3;3;2;2;2;1
"K8326192256";2025;41021;"41";1;5;9;9;9;9;9;0;0;1;0;1;2;1;1;3;3;1;3;2;3;2;3;2;3;1;1;3;2;1;3;1;3;2;1;2;2;1;0;1;1;0;0;0;2;5;3;3;3;3;3;2;0;2
"K4526202252";2025;42007;"42";1;5;9;9;9;9;9;0;0;0;1;3;2;0;2;2;3;0;2;3;0;3;3;3;3;3;0;0;2;0;2;0;0;3;2;2;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K7626202250";2025;12006;"12";5;5;9;9;9;9;9;0;0;0;1;3;3;2;2;3;3;2;3;3;3;3;3;3;3;3;1;2;3;3;3;3;2;3;3;3;3;3;1;1;0;0;0;0;4;4;3;3;3;2;3;1;0;2
"K0426202255";2025;38173;"38";1;5;9;9;9;9;9;0;0;0;1;3;2;1;2;2;3;1;2;2;2;2;3;2;2;1;2;2;3;1;3;3;2;3;3;1;2;3;1;1;1;0;0;0;3;4;3;1;3;3;2;2;0;2
"K0026202256";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;3;2;3;3;2;3;3;3;3;2;3;3;3;2;3;3;2;3;2;3;3;3;3;3;3;1;1;1;1;0;0;3;4;3;3;3;2;3;2;3;2
"K9326202250";2025;33060;"33";1;5;9;9;9;9;9;0;0;0;1;3;2;2;3;3;3;3;2;2;3;3;3;2;2;1;1;3;3;2;3;3;3;3;3;3;2;3;1;1;1;0;0;0;3;5;3;3;3;3;3;1;0;1
"K4926192260";2025;39118;"39";1;5;9;9;9;9;9;0;0;0;1;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K8626202251";2025;32029;"32";1;5;9;9;9;9;9;0;0;0;2;2;2;1;2;3;3;2;2;2;3;2;3;2;2;2;1;3;3;2;3;3;3;2;3;1;2;2;1;1;0;0;0;0;3;3;2;2;2;3;2;1;0;3
"K0726212250";2025;51150;"51";1;5;9;9;9;9;9;0;0;1;0;2;3;2;2;3;3;3;3;2;3;3;3;3;2;2;2;3;3;1;2;3;3;3;3;3;3;3;1;0;0;0;0;0;2;4;3;2;2;3;1;2;0;2
"K7326192259";2025;44011;"44";1;5;9;9;9;9;9;0;0;0;2;3;2;0;0;3;3;1;3;2;3;2;3;2;2;2;1;3;2;3;3;3;3;3;3;2;3;2;1;1;0;1;0;0;4;5;3;3;3;3;3;2;1;2
"K2826202256";2025;38325;"38";1;5;9;9;9;9;9;0;0;0;1;2;2;1;2;3;3;1;2;3;1;3;3;2;1;2;1;3;2;2;3;3;3;3;2;2;2;3;1;1;1;0;0;0;3;4;3;3;3;3;2;2;0;1
"K9026192259";2025;41167;"41";1;5;9;9;9;9;9;0;0;1;0;2;2;2;1;1;3;2;2;1;3;3;3;2;2;1;1;3;2;2;2;3;3;1;1;1;1;2;1;1;0;0;0;0;3;3;3;2;3;3;1;2;1;1
"K5226202255";2025;56516;"56";1;5;9;9;9;9;9;0;0;0;2;2;2;3;1;3;3;2;2;2;3;3;3;2;2;2;2;2;1;2;2;2;2;3;2;2;3;2;0;1;0;0;0;0;2;4;3;3;3;3;3;2;2;3
"K8326192260";2025;21076;"21";2;5;9;9;9;9;9;0;0;0;1;1;2;0;1;2;3;2;1;0;1;3;3;3;1;1;0;2;1;1;0;1;1;2;0;3;2;3;1;1;1;0;0;0;3;5;3;3;3;3;3;1;0;2
"K1426202258";2025;11001;"11";1;5;9;9;9;9;9;0;0;0;2;3;1;0;0;3;3;1;2;1;0;3;3;3;2;3;1;2;3;1;2;0;0;2;3;3;3;3;1;1;1;1;0;0;2;4;3;1;3;3;3;2;0;1
"K3826212250";2025;45004;"45";1;5;9;9;9;9;9;0;0;1;0;2;2;0;1;0;0;0;2;0;2;2;3;2;2;0;0;0;2;0;0;2;0;3;3;3;0;2;1;1;0;0;0;0;3;3;2;0;2;0;0;2;4;3
"K3826202257";2025;11072;"11";2;5;9;9;9;9;9;0;0;0;2;3;2;0;0;2;3;0;3;3;3;3;3;3;3;1;3;3;3;2;3;2;3;2;3;3;3;3;1;1;0;1;0;0;3;4;2;1;1;3;1;2;2;2
"K0226202260";2025;42011;"42";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;2;3;2;2;3;1;1;1;0;0;0;0;3;4;3;2;3;3;3;2;2;2
"K2326202259";2025;38325;"38";1;5;9;9;9;9;9;0;0;0;2;2;1;1;2;2;3;1;2;2;2;2;3;2;2;1;1;2;3;2;3;3;2;3;2;2;3;3;1;1;1;0;0;0;2;4;3;2;3;3;3;2;0;1
"K2626202259";2025;18046;"18";1;5;9;9;9;9;9;0;0;0;1;1;2;1;1;3;3;3;3;2;3;2;3;2;2;1;2;3;2;1;1;2;3;2;2;2;3;2;0;1;1;0;0;0;2;3;3;3;3;3;3;2;1;2
"K8826202255";2025;18041;"18";1;5;9;9;9;9;9;0;0;0;1;2;2;1;1;2;3;1;2;1;3;3;2;1;2;1;1;2;2;1;3;2;1;3;3;2;3;2;1;1;1;0;0;0;3;4;3;1;3;3;3;2;1;1
"K5026202258";2025;42021;"42";1;5;9;9;9;9;9;0;0;1;0;2;2;0;0;2;3;1;1;2;2;3;3;2;1;0;0;2;3;0;3;3;2;2;0;0;0;0;1;0;1;0;0;0;3;5;3;3;3;2;2;2;0;1
"K0226212255";2025;29073;"29";2;5;9;9;9;9;9;0;0;1;0;3;3;1;3;3;2;2;1;2;3;2;3;2;2;1;1;2;2;2;3;3;3;3;2;3;3;3;0;0;1;0;0;0;4;3;3;3;3;3;3;2;1;2
"K0526212255";2025;51152;"51";1;5;9;9;9;9;9;0;0;1;0;2;2;0;0;2;2;0;3;0;0;3;2;1;2;1;0;0;0;0;0;2;2;0;0;0;0;0;1;1;1;0;0;0;3;2;3;3;3;3;3;2;0;1
"K3326202260";2025;44032;"44";1;5;9;9;9;9;9;0;0;0;2;2;2;2;1;3;3;1;2;1;1;3;3;2;2;1;1;3;2;1;3;3;3;1;2;1;2;2;1;1;0;0;0;0;2;4;3;3;3;3;3;2;1;2
"K9526202256";2025;35041;"35";2;5;9;9;9;9;9;0;0;0;2;3;1;0;1;0;3;3;0;2;2;3;3;3;2;0;2;1;2;0;0;0;2;3;3;3;2;3;1;1;1;0;0;0;3;2;3;3;3;3;2;2;0;3
"K8826202257";2025;34023;"34";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;3;3;2;2;2;3;3;3;3;3;3;1;3;2;2;1;1;0;3;3;3;2;3;1;1;1;0;0;0;4;5;3;3;3;2;3;2;0;1
"K5026212253";2025;34019;"34";1;5;9;9;9;9;9;0;0;0;3;2;2;1;1;2;3;1;2;3;2;3;3;3;2;1;2;3;3;1;3;3;2;3;3;3;3;3;1;1;1;1;0;0;2;5;3;2;2;2;2;1;3;3
"K8126212251";2025;29086;"29";1;5;9;9;9;9;9;0;0;0;2;2;3;3;2;3;3;2;3;3;3;3;3;2;2;2;1;3;3;3;3;1;1;3;3;3;2;3;1;1;1;0;0;0;4;4;3;2;3;3;3;2;1;1
"K7826202258";2025;16034;"16";1;5;9;9;9;9;9;0;0;0;1;2;2;2;1;3;3;1;2;3;2;3;3;3;3;2;1;2;3;2;2;3;1;2;3;3;3;3;1;1;1;1;0;0;4;4;3;3;3;3;3;1;1;1
"K0526222250";2025;55029;"55";2;4;0;0;1;0;0;4;0;1;0;2;2;1;2;0;3;3;2;3;3;3;3;3;3;2;2;3;2;2;2;1;2;3;2;3;3;2;1;1;0;0;0;0;2;3;3;2;2;3;3;1;4;3
"K3626212255";2025;13111;"13";1;5;9;9;9;9;9;0;0;1;0;3;2;1;1;1;3;1;1;2;3;2;3;2;1;0;3;2;1;3;3;3;1;0;2;0;0;3;1;1;0;0;0;0;3;4;2;0;2;1;1;2;1;2
"K2626212256";2025;49307;"49";1;5;9;9;9;9;9;0;0;1;0;3;3;2;3;3;2;2;1;2;2;3;3;3;3;2;1;3;3;2;3;3;3;3;3;3;2;2;1;0;0;0;0;0;1;2;3;1;2;2;2;1;1;1
"K0926212258";2025;56205;"56";1;5;9;9;9;9;9;0;0;1;0;2;3;2;2;3;3;1;3;2;3;2;2;2;3;1;2;3;2;2;3;1;3;2;2;2;3;2;0;1;1;0;0;0;2;3;3;3;3;2;1;1;4;2
"K1526222251";2025;12017;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;1;3;3;3;3;3;3;3;2;0;1;3;1;1;0;0;0;0;4;5;3;0;3;3;3;2;0;1
"K0526212259";2025;12019;"12";2;5;9;9;9;9;9;0;0;1;0;2;3;0;3;2;3;0;3;3;2;3;3;3;3;2;1;0;0;3;1;2;3;0;2;2;1;2;1;0;0;0;0;0;3;3;3;2;2;0;0;2;0;2
"K3626212257";2025;12028;"12";1;5;9;9;9;9;9;0;0;0;1;2;2;1;1;1;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;0;0;3;4;3;3;3;3;2;2;1;1
"K2626212258";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;2;3;1;1;1;3;3;3;3;3;3;3;2;3;2;2;3;2;3;3;3;1;3;2;2;3;3;1;1;1;0;0;0;3;5;3;3;3;3;3;2;1;1
"K2426222252";2025;41026;"41";1;5;9;9;9;9;9;0;0;0;1;2;0;1;0;3;2;1;0;0;0;3;3;3;2;0;0;3;3;0;3;3;3;3;2;2;3;3;1;1;1;0;0;0;3;5;3;0;2;3;0;2;0;1
"K5226212257";2025;26007;"26";1;4;1;0;0;0;0;4;0;1;0;3;3;2;2;2;2;1;2;2;3;3;3;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;0;0;0;0;0;2;3;3;2;3;3;2;1;3;3
"K1426212260";2025;12004;"12";1;5;9;9;9;9;9;0;0;0;1;1;3;2;2;3;3;1;3;2;1;3;3;3;2;3;2;3;1;1;3;3;3;2;3;3;3;1;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K7626212256";2025;12027;"12";1;5;9;9;9;9;9;0;0;0;1;2;1;0;2;3;3;2;0;1;2;3;3;3;3;2;0;2;3;1;2;2;3;2;3;2;3;3;1;1;1;0;0;0;2;3;3;2;2;3;2;2;0;1
"K3826222252";2025;56702;"56";2;5;9;9;9;9;9;0;0;0;2;3;3;2;3;3;3;2;2;2;1;3;3;3;2;2;2;2;3;2;2;2;2;3;3;3;3;3;1;1;1;1;0;0;3;3;3;1;3;2;2;1;0;2
"K6226222251";2025;50125;"50";1;5;9;9;9;9;9;0;0;0;2;0;0;0;2;0;3;3;2;2;1;3;3;2;1;0;0;0;3;0;0;0;0;2;3;3;2;0;1;1;0;0;0;0;3;2;3;2;2;2;2;1;0;2
"K4826222253";2025;34060;"34";2;5;9;9;9;9;9;0;0;1;0;2;0;0;0;0;3;0;1;1;0;3;3;2;1;0;0;0;0;2;0;0;2;2;3;0;0;2;1;1;0;0;0;0;2;3;3;0;3;3;2;2;2;3
"K7926222251";2025;23025;"23";1;5;9;9;9;9;9;0;0;0;1;3;2;0;2;2;3;2;3;3;3;3;3;2;2;2;1;0;2;3;3;3;0;3;0;0;3;0;1;0;1;0;0;0;3;4;3;2;3;3;3;2;0;2
"K1026222256";2025;30086;"30";2;5;9;9;9;9;9;0;0;1;0;2;2;1;1;2;2;1;2;2;2;2;3;2;2;1;1;3;2;1;2;3;1;3;1;1;2;1;1;0;1;0;0;0;3;3;3;1;3;2;3;2;1;1
"K4126222254";2025;39126;"39";2;5;9;9;9;9;9;0;0;1;0;2;1;3;3;2;2;0;2;2;1;2;2;3;3;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;0;0;0;0;2;2;3;1;3;2;2;2;3;2
"K5526222254";2025;18093;"18";1;5;9;9;9;9;9;0;0;0;1;3;2;1;2;3;3;2;2;3;1;3;2;3;3;2;2;1;3;2;1;3;1;3;3;3;3;3;1;0;0;0;0;0;3;4;3;2;3;3;3;2;1;3
"K8626222252";2025;17835;"17";1;5;9;9;9;9;9;0;0;0;1;3;3;2;1;3;3;1;3;3;3;3;3;3;2;1;2;3;3;1;3;2;2;3;3;3;2;3;1;1;1;0;0;0;4;4;3;3;3;2;3;2;0;1
"K8326212259";2025;49318;"49";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;1;1;1;1;0;0;4;5;3;3;3;3;3;2;1;1
"K2026232250";2025;22077;"22";1;5;9;9;9;9;9;0;0;1;0;2;2;2;2;2;3;1;3;1;3;2;3;3;3;2;2;3;2;1;1;1;3;3;2;3;3;3;1;1;1;0;0;0;3;4;3;1;1;3;2;2;2;2
"K1026232251";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;2;1;2;1;3;3;1;3;2;2;3;1;3;3;1;2;1;2;2;1;1;1;2;0;3;2;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;2
"K7626212260";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;2;1;0;2;2;3;2;3;3;3;3;3;2;2;0;0;3;3;2;1;0;0;2;3;1;2;2;1;1;0;0;0;0;3;4;3;3;3;3;3;2;0;1
"K6226222255";2025;41068;"41";1;5;9;9;9;9;9;0;0;0;2;2;2;0;3;3;2;0;2;0;3;3;3;3;2;3;0;2;3;0;2;3;2;3;3;2;3;1;0;1;1;0;0;0;4;4;2;0;3;0;2;2;0;1
"K2726232251";2025;35057;"35";2;5;9;9;9;9;9;0;0;1;0;2;2;2;1;3;3;3;1;2;3;3;3;2;1;1;1;2;1;2;2;2;2;1;1;2;3;3;1;1;1;1;0;0;3;3;3;1;3;3;2;2;3;2
"K3626232252";2025;17008;"17";1;5;9;9;9;9;9;0;0;0;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;1;3;1;3;3;3;2;2;0;1;0;0;0;0;3;3;2;1;3;2;3;2;0;3
"K3326222259";2025;16081;"16";1;5;9;9;9;9;9;0;0;0;1;2;1;2;2;2;3;2;2;3;1;2;2;3;1;3;1;1;2;1;2;3;3;2;2;1;3;3;0;1;1;0;0;0;3;2;2;3;3;3;3;1;0;3
"K2926232253";2025;37061;"37";1;5;9;9;9;9;9;0;0;1;0;2;2;0;0;2;3;2;2;1;3;3;3;2;2;1;1;2;2;2;2;3;1;1;1;1;3;1;0;0;1;1;0;0;3;4;3;2;3;3;2;1;1;2
"K8826222256";2025;55077;"55";1;5;9;9;9;9;9;0;0;0;1;3;3;3;2;3;1;3;3;3;3;3;3;3;3;2;3;3;1;3;3;3;1;3;3;3;3;3;0;0;0;0;0;1;2;4;2;3;3;3;3;2;0;2
"K1526232255";2025;50129;"50";1;5;9;9;9;9;9;0;0;0;1;0;0;0;0;0;2;2;2;0;0;0;3;3;3;0;0;0;3;3;3;0;0;0;0;0;0;0;0;1;1;0;0;0;4;5;3;0;3;3;3;2;0;2
"K7426222258";2025;44032;"44";1;5;9;9;9;9;9;0;0;0;1;2;0;0;1;2;3;2;2;1;2;2;3;1;1;1;0;0;2;3;3;0;2;3;3;2;0;1;1;1;0;0;0;0;2;2;3;3;3;3;2;2;0;1
"K0526232256";2025;45009;"45";1;5;9;9;9;9;9;0;0;0;2;1;1;2;1;2;3;1;3;2;2;3;3;3;3;3;1;2;3;1;1;1;2;3;3;3;3;3;0;0;0;0;1;0;3;3;3;3;3;2;2;2;0;3
"K9126232251";2025;19068;"19";1;5;9;9;9;9;9;0;0;1;0;2;1;2;1;3;2;1;2;2;2;2;2;2;2;1;1;2;0;3;2;3;1;2;3;2;2;1;0;1;0;0;0;0;4;3;3;3;3;3;3;1;2;2
"K6026222260";2025;56702;"56";2;5;9;9;9;9;9;0;0;1;0;3;3;1;1;3;3;1;3;2;3;2;2;3;2;1;2;1;2;1;3;1;1;3;1;2;3;3;1;0;0;0;0;0;1;2;2;1;2;3;3;2;0;3
"K5326232254";2025;17040;"17";1;1;1;0;0;0;0;4;0;0;1;2;1;1;2;3;3;1;3;2;3;3;3;2;2;2;1;1;1;1;1;1;3;1;1;1;3;2;0;0;0;0;0;1;2;4;3;3;3;3;3;2;0;1
"K1526232257";2025;41216;"41";1;5;9;9;9;9;9;0;0;0;1;2;3;3;3;3;3;2;2;1;3;3;3;2;3;2;1;3;3;2;3;3;3;3;3;2;2;3;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;2
"K7026232254";2025;38003;"38";2;5;9;9;9;9;9;0;0;1;0;3;2;1;1;3;3;1;3;3;3;3;3;3;3;2;1;3;2;2;3;3;3;2;3;3;2;2;1;1;1;0;0;0;3;4;3;3;3;3;3;1;3;1
"K2926232257";2025;49013;"49";1;5;9;9;9;9;9;0;0;1;0;2;0;0;0;3;0;0;3;0;0;0;3;2;2;2;0;2;0;0;3;3;3;0;3;3;0;3;1;1;1;0;0;0;3;5;2;2;2;2;2;2;0;3
"K2226242251";2025;40061;"40";1;5;9;9;9;9;9;0;0;0;2;3;3;0;0;2;3;3;3;2;2;2;3;2;3;0;0;0;3;3;3;3;0;3;0;0;3;3;1;1;0;0;0;0;4;5;3;3;3;3;3;2;0;2
"K2526242251";2025;42005;"42";1;5;9;9;9;9;9;0;0;0;1;3;2;2;1;2;3;1;3;3;2;2;3;2;2;3;2;2;3;3;3;2;3;3;3;3;2;3;1;1;1;0;0;0;2;3;3;3;3;3;3;1;0;1
"K5326232256";2025;41032;"41";1;5;9;9;9;9;9;0;0;0;1;2;2;1;2;3;3;3;2;2;2;3;3;2;1;1;1;2;2;2;2;3;1;1;3;2;3;2;1;1;0;0;0;0;3;5;3;2;2;3;3;2;1;2
"K4126242251";2025;29020;"29";1;5;9;9;9;9;9;0;0;1;0;2;2;0;0;3;3;0;2;0;3;3;3;3;3;3;0;3;2;0;0;0;3;2;2;2;2;0;1;1;0;0;0;0;3;4;3;3;3;3;3;2;1;2
"K4126232258";2025;19088;"19";1;5;9;9;9;9;9;0;0;0;2;3;2;2;1;3;3;2;2;2;2;3;3;3;2;1;1;3;2;2;3;2;3;0;2;1;3;1;1;1;0;1;0;0;4;5;3;2;3;3;3;2;2;3
"K6526242250";2025;12017;"12";1;5;9;9;9;9;9;0;0;1;0;2;1;2;2;2;2;1;3;3;3;3;3;2;2;3;1;2;3;2;3;2;2;3;3;3;3;3;1;1;0;1;0;0;3;4;3;3;3;3;3;2;0;2
"K9326232255";2025;56318;"56";1;5;9;9;9;9;9;0;0;1;0;2;3;1;1;2;0;0;2;0;1;3;2;3;2;0;2;2;0;0;2;0;0;0;2;0;3;0;1;0;1;0;0;0;2;2;3;0;0;0;0;2;2;3
"K2726242253";2025;21030;"21";2;5;9;9;9;9;9;0;0;1;0;3;1;0;0;0;3;3;3;1;3;3;2;3;3;0;0;2;3;2;0;2;3;1;2;1;0;2;0;1;0;0;0;0;3;2;3;3;3;2;3;2;0;1
"K2426232260";2025;24094;"24";2;5;9;9;9;9;9;0;0;0;2;2;2;2;2;2;3;1;3;3;2;2;2;3;3;1;1;2;3;2;1;2;2;3;3;2;3;3;1;1;1;1;0;0;4;5;3;3;3;3;3;2;1;2
"K4826232259";2025;19088;"19";1;5;9;9;9;9;9;0;0;0;2;2;2;1;2;3;3;1;3;2;2;2;3;2;3;3;3;3;3;2;3;3;3;2;3;2;3;2;1;1;0;0;0;0;3;5;3;2;3;2;2;2;0;1
"K1026242255";2025;14060;"14";1;5;9;9;9;9;9;0;0;0;1;2;1;0;2;3;2;1;3;0;3;3;3;2;1;1;0;1;2;3;2;2;0;3;0;0;0;1;1;0;1;0;0;0;3;5;3;2;1;2;1;1;0;3
"K4126242253";2025;18081;"18";1;5;9;9;9;9;9;0;0;0;1;2;2;3;1;3;2;1;3;1;3;3;3;2;3;1;2;3;3;2;2;2;3;1;3;3;3;2;1;1;1;0;0;0;2;3;3;3;3;3;3;1;2;1
"K7226242251";2025;17001;"17";2;5;9;9;9;9;9;0;0;0;2;2;0;0;0;3;2;2;3;2;3;3;3;3;3;1;2;3;2;3;2;3;2;2;3;3;3;3;1;1;0;0;0;0;3;5;2;2;3;3;2;1;1;1
"K0326242256";2025;12022;"12";1;5;9;9;9;9;9;0;0;0;1;3;0;0;2;3;3;0;3;2;0;3;3;3;3;0;0;3;1;0;2;2;3;3;3;0;3;3;1;0;1;0;0;0;4;3;3;3;3;3;3;2;0;2
"K6526232259";2025;36012;"36";1;5;9;9;9;9;9;0;0;0;1;2;1;0;3;3;3;2;2;1;3;3;2;3;1;0;1;3;2;1;2;1;2;3;3;1;3;2;1;1;1;0;0;0;4;5;3;3;2;3;3;1;2;3
"K8226242252";2025;14002;"14";1;5;9;9;9;9;9;0;0;0;3;2;2;0;1;3;3;0;3;2;2;3;3;2;2;1;0;1;0;2;2;3;2;0;0;0;0;0;1;1;0;0;0;0;3;5;3;3;2;2;3;2;1;1
"K1026242257";2025;17040;"17";1;5;9;9;9;9;9;0;0;0;1;1;2;1;2;0;3;2;3;0;0;3;3;2;2;1;0;2;3;0;2;0;3;2;3;3;3;3;1;1;0;0;0;0;3;5;3;1;3;2;3;2;0;1
