"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"MODESTUDIOS1";"EXPERIENCIAPREVIA1";"EXPERIENCIAPREVIA4_1";"EXPERIENCIAPREVIA4_2";"EXPERIENCIAPREVIA4_3";"EXPERIENCIAPREVIA4_4";"EXPERIENCIAPREVIA4_5";"EXPERIENCIAPREVIA2";"EXPERIENCIAPREVIA3";"PRIMERA_GENERACION1";"PRIMERA_GENERACION2";"EXPERIENCIAPREVIA5_1";"EXPERIENCIAPREVIA5_2";"EXPERIENCIAPREVIA5_3";"EXPERIENCIAPREVIA5_4";"EXPERIENCIAPREVIA5_5";"EXPERIENCIAPREVIA5_6";"EXPERIENCIAPREVIA5_7";"EXPERIENCIAPREVIA5_8";"EXPERIENCIAPREVIA5_9";"EXPERIENCIAPREVIA5_10";"CCEA3_1";"CCEA3_2";"CCEA3_3";"CCEA3_4";"CCEA3_5";"CCEA3_6";"CCEA12_1";"CCEA12_2";"CCEA12_3";"CCEA12_4";"CCEA12_5";"CCEA12_6";"CCEA12_7";"CCEA12_8";"CCEA12_9";"CCEA12_10";"CCEA12_11";"CCEA8_1";"CCEA8_2";"CCEA8_3";"CCEA8_4";"CCEA8_5";"CCEA8_6";"CCEA9";"CCEA10";"CCEA6_1";"CCEA6_2";"CCEA6_3";"CCEA6_4";"CCEA6_5";"CCEA7_1_1";"CCEA7_1_3";"CCEA7_2"
"K2766982157";2025;35057;"35";1;2;0;0;1;0;0;1;1;1;0;1;1;1;0;2;3;0;3;2;2;3;3;2;1;0;0;0;3;0;1;1;2;3;2;3;3;1;1;1;0;0;0;0;2;4;2;0;0;0;2;2;0;1
"K7766982155";2025;39401;"39";1;2;1;0;0;0;0;1;2;1;0;0;0;0;2;3;3;2;2;0;2;2;2;2;3;0;0;0;2;2;0;0;0;3;2;2;3;0;1;1;0;0;0;0;3;3;2;3;0;3;2;2;0;1
"K6066982157";2025;44053;"44";1;2;1;0;0;0;0;4;0;0;1;2;0;2;0;0;2;0;2;0;2;2;2;2;2;2;0;3;0;0;3;3;0;3;3;0;3;3;0;0;0;1;0;0;3;4;3;0;2;3;3;1;0;1
"K0866992159";2025;16110;"16";1;2;1;0;0;0;0;4;0;0;1;3;2;2;1;3;3;3;2;3;3;3;3;3;1;1;1;3;3;1;3;3;3;3;3;2;3;2;1;1;0;0;0;0;4;4;3;2;3;2;2;1;0;1
"K9066992155";2025;41159;"41";2;1;1;0;0;0;0;1;1;0;2;1;2;2;3;3;3;1;3;1;2;2;3;1;2;1;1;2;3;3;2;1;3;3;3;3;2;3;1;1;1;0;0;0;4;4;3;2;2;2;3;2;1;2
"K5067012151";2025;51230;"51";1;1;1;0;0;1;0;4;0;0;1;2;2;2;2;1;2;2;2;1;3;3;3;2;1;1;1;3;1;2;3;3;3;1;2;2;2;1;1;0;0;1;0;0;2;3;2;1;1;1;1;1;2;3
"K6067012152";2025;11085;"11";1;2;1;0;1;0;0;1;2;0;1;3;2;0;2;3;3;0;0;0;3;3;3;3;3;3;1;3;3;2;3;3;3;2;3;3;3;3;1;1;0;0;0;0;3;4;3;3;2;3;3;1;0;2
"K8167002160";2025;41009;"41";1;1;1;0;0;0;0;4;0;1;0;2;1;2;1;2;2;1;1;2;3;3;3;2;3;2;2;3;2;2;2;2;3;2;3;2;3;2;1;1;1;0;0;0;3;3;3;0;3;3;3;2;0;1
"K0067012160";2025;12035;"12";1;2;1;0;0;0;1;4;0;1;0;3;3;2;3;0;3;1;3;3;3;3;3;3;3;3;0;3;3;2;3;2;3;3;3;2;3;3;1;1;1;0;0;0;4;5;3;3;3;2;2;2;0;1
"K8367012157";2025;13043;"13";1;2;1;1;0;0;0;1;2;0;2;2;1;2;1;3;2;2;2;1;1;3;3;3;2;1;1;3;3;1;2;2;3;2;3;1;1;2;1;1;0;0;0;0;2;3;3;2;2;3;2;1;1;1
"K5067022159";2025;12034;"12";1;2;1;0;1;0;0;1;1;1;0;3;3;3;3;3;3;0;3;2;2;3;3;3;3;2;1;3;3;2;3;3;3;3;3;3;3;3;1;1;1;1;0;0;3;4;3;3;3;2;2;1;4;1
"K9867022159";2025;29055;"29";2;5;9;9;9;9;9;0;0;1;0;1;1;2;2;2;3;1;3;2;3;3;2;1;2;1;1;2;3;2;3;3;3;2;3;2;2;3;1;1;0;0;0;0;3;3;3;1;2;3;3;1;1;3
"K7967042152";2025;15220;"15";1;2;1;0;0;1;0;4;0;0;2;2;1;2;2;3;2;2;2;3;3;3;3;3;3;3;2;3;3;2;2;2;3;3;3;2;2;2;1;1;1;0;0;0;4;5;3;1;3;3;3;1;4;3
"K1367052150";2025;39411;"39";1;2;1;0;0;0;0;4;0;0;1;2;2;0;2;0;0;0;0;0;2;2;0;2;0;0;1;0;2;2;3;0;3;0;0;0;2;0;1;1;0;0;0;0;3;3;0;3;2;0;1;2;0;1
"K3667042160";2025;44007;"44";1;5;9;9;9;9;9;0;0;0;1;2;0;0;0;3;2;0;2;2;2;2;2;2;2;1;0;0;2;1;2;2;0;2;3;3;3;2;1;1;1;0;0;0;3;5;3;3;3;3;2;2;0;1
"K1567052156";2025;11040;"11";1;3;0;0;1;0;0;1;1;1;0;2;1;2;3;2;3;1;2;2;3;3;2;2;0;0;0;2;2;3;2;3;2;2;3;2;0;0;0;1;0;0;0;0;2;2;0;3;0;3;2;1;0;2
"K3967052155";2025;49105;"49";1;1;1;0;0;0;0;4;0;1;0;2;1;1;2;3;2;2;2;2;2;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;0;1;0;0;0;0;3;3;1;2;2;3;3;2;1;3
"K5867052157";2025;11065;"11";1;2;1;0;0;0;0;4;0;0;1;0;2;0;0;0;3;0;0;0;0;3;3;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;5;3;3;3;3;2;1;0;1
"K5367062157";2025;18062;"18";1;2;1;0;0;0;0;1;2;0;2;2;1;0;0;2;3;2;2;0;3;3;3;3;3;2;0;2;0;3;0;3;0;0;3;0;0;3;0;1;1;0;0;0;4;5;3;3;3;3;3;2;4;1
"K1567062160";2025;49223;"49";1;2;1;0;0;0;0;4;0;1;0;2;3;2;1;3;3;3;3;2;3;3;3;3;2;1;1;2;2;1;3;3;2;1;2;2;1;2;0;1;0;0;0;0;3;3;3;2;3;3;3;1;0;2
"K4667062160";2025;53110;"53";1;2;0;1;0;0;0;4;0;0;2;2;2;0;1;3;3;2;2;2;3;3;2;3;2;1;1;3;2;2;1;3;2;1;2;1;3;2;1;1;1;0;0;0;3;4;3;3;3;3;3;2;4;3
"K9467062158";2025;55081;"55";1;2;1;0;0;0;0;4;0;1;0;0;2;0;0;0;2;0;2;0;0;3;3;2;2;2;0;2;0;0;2;0;2;0;2;0;0;0;1;0;0;0;0;0;2;2;2;1;2;2;2;2;0;1
"K7367072154";2025;51200;"51";1;2;0;0;1;0;0;1;1;0;2;2;2;0;2;2;2;0;2;2;2;3;3;2;2;0;0;2;0;0;1;0;2;0;0;0;3;2;1;1;0;0;0;0;3;4;3;3;3;3;3;2;0;3
"K3267072157";2025;41129;"41";5;1;1;0;0;1;0;4;0;0;2;1;1;0;0;2;2;1;2;1;2;3;3;1;1;0;0;2;2;0;3;0;0;2;0;0;2;1;0;0;1;0;0;0;2;3;3;0;3;3;3;1;0;3
"K4767082151";2025;38080;"38";1;2;1;0;0;0;0;1;2;0;2;3;0;2;3;3;2;0;2;2;0;3;3;2;2;1;0;3;2;1;0;0;2;0;3;3;3;3;0;1;0;0;0;0;2;3;3;0;2;3;0;1;0;1
"K9967072155";2025;56610;"56";1;1;1;0;0;0;0;4;0;0;2;3;2;1;1;0;3;1;2;2;3;3;3;2;2;2;0;3;0;2;3;3;3;0;3;0;3;0;0;0;1;0;0;0;3;4;3;0;3;2;1;1;0;2
"K3067082153";2025;25063;"25";1;2;1;0;1;0;0;1;1;1;0;3;0;0;0;0;3;0;3;3;3;3;3;3;3;0;0;3;3;0;0;0;3;0;0;2;0;2;1;1;1;0;0;0;4;5;3;3;3;2;3;2;0;1
"K6167082153";2025;36050;"36";1;2;0;0;0;0;1;4;0;0;2;3;2;3;2;2;1;0;3;2;3;2;3;3;3;0;0;3;2;2;3;3;3;2;2;2;2;2;1;1;0;0;0;0;2;5;3;3;3;2;2;1;0;3
"K7867082153";2025;34030;"34";2;2;1;1;0;0;0;4;0;1;0;2;3;2;3;3;3;1;2;3;3;2;3;3;2;2;2;2;2;3;3;2;2;3;3;3;2;2;0;1;0;0;0;0;3;5;3;2;2;2;2;2;1;1
"K9767082157";2025;41099;"41";1;2;1;0;0;0;0;4;0;0;2;3;3;2;1;3;3;2;3;3;3;3;3;3;3;1;2;3;1;2;3;3;3;3;3;3;3;2;0;1;0;0;0;0;4;5;3;2;3;2;1;2;0;1
"K0067102152";2025;55013;"55";2;4;1;0;0;0;0;4;0;1;0;3;3;3;3;3;3;2;3;2;2;3;3;3;2;1;2;3;3;2;3;3;3;2;3;3;2;2;1;0;0;0;0;0;4;4;2;3;3;3;3;1;2;1
"K0767092160";2025;56213;"56";2;5;9;9;9;9;9;0;0;1;0;2;1;2;2;3;2;1;3;3;3;3;3;2;2;2;1;3;3;2;3;2;3;2;2;2;2;2;1;1;1;0;0;0;3;3;2;1;1;2;1;2;0;2
"K6567092157";2025;56116;"56";1;1;0;0;0;0;1;4;0;1;0;1;1;1;1;3;3;2;2;2;3;3;3;3;2;3;2;2;2;2;3;3;2;3;3;2;3;3;1;1;0;1;0;0;3;4;3;3;3;3;3;1;1;1
"K5167102152";2025;13050;"13";1;2;0;0;1;0;0;1;1;1;0;2;0;2;0;2;3;3;3;0;0;3;0;2;2;0;0;0;3;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;2;3;2;3;2;3;1;2;0;1
"K4167102155";2025;55058;"55";1;2;0;0;0;1;0;4;0;0;2;2;1;1;1;2;2;1;2;1;3;2;3;2;1;2;1;2;2;1;2;3;2;1;2;1;2;3;0;1;1;0;0;0;3;3;3;3;2;2;1;1;0;2
"K2567112153";2025;33035;"33";1;2;1;1;0;0;0;4;0;0;1;1;0;0;2;2;3;0;2;0;1;2;3;2;2;1;0;3;3;0;3;2;3;2;2;1;2;0;1;1;1;0;0;0;2;2;3;3;3;3;1;1;0;1
"K1567112154";2025;38339;"38";1;3;1;1;0;0;0;4;0;1;0;2;2;1;2;3;2;1;2;3;3;3;3;3;3;2;2;3;3;3;2;3;3;3;3;3;3;2;1;0;0;0;0;0;4;5;3;2;3;2;2;1;4;3
"K7467102159";2025;17031;"17";1;2;1;1;0;1;0;4;0;1;0;2;0;0;0;3;3;1;3;3;3;3;3;2;3;0;0;0;3;3;3;3;0;3;3;3;3;2;1;1;0;0;0;0;4;5;3;3;3;3;0;1;0;1
"K0867122152";2025;46305;"46";1;1;0;0;0;0;1;4;0;1;0;3;3;2;1;3;3;1;3;2;1;2;3;3;2;2;1;3;3;2;2;3;2;3;3;3;3;2;0;1;1;0;0;0;3;4;2;3;3;3;3;1;1;2
"K9867102160";2025;42012;"42";1;2;0;0;0;1;0;4;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;3;2;0;0;0;0;2;0;3
"K1367132151";2025;16003;"16";1;2;1;1;0;0;0;4;0;0;2;3;3;2;1;3;3;1;2;2;2;3;3;2;2;1;1;3;0;1;2;3;2;3;3;3;3;1;1;1;0;1;0;0;4;5;3;2;3;2;2;1;0;3
"K3967122159";2025;55074;"55";1;4;0;0;0;1;0;4;0;1;0;1;2;3;0;1;3;1;3;0;2;3;3;1;2;1;0;0;0;2;0;1;0;0;0;3;0;1;0;1;0;0;0;0;2;2;2;2;1;1;0;2;0;1
"K8067132151";2025;55067;"55";1;2;1;1;0;0;0;4;0;1;0;3;0;0;2;3;3;2;2;2;2;3;3;3;2;1;0;2;3;2;0;2;0;0;3;3;0;2;1;1;0;0;0;0;3;4;3;3;3;2;2;2;0;1
"K0867132158";2025;50925;"50";1;1;1;0;0;0;0;4;0;0;1;3;2;2;2;3;3;2;3;1;3;3;2;2;1;1;1;0;0;2;0;3;0;0;1;0;0;2;1;1;0;0;0;0;3;4;3;3;3;3;3;2;0;1
"K8767132154";2025;30020;"30";1;2;1;0;0;0;0;4;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;3;2;3;3;2;2;3;1;0;0;0;0;0;2;4;3;3;3;3;3;2;0;1
"K3067132158";2025;50119;"50";1;2;1;0;1;0;0;1;1;1;0;2;0;0;0;3;2;2;0;0;3;3;3;2;0;0;0;3;0;2;2;0;2;3;3;3;0;2;1;1;0;0;0;0;3;5;3;3;3;2;2;2;0;2
"K6867132159";2025;49327;"49";2;2;0;1;0;0;0;4;0;1;0;2;1;2;2;1;1;2;2;3;2;3;2;2;2;0;0;1;0;1;2;2;0;2;0;0;0;1;0;0;0;1;0;0;3;3;3;1;3;2;3;2;0;3
"K8067142155";2025;38005;"38";1;2;1;1;0;0;0;4;0;0;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2;1;2;2;2;3;2;2;3;3;2;3;3;1;1;0;1;0;0;2;3;2;1;2;2;1;1;2;3
"K4967152154";2025;41102;"41";1;2;0;0;1;0;0;1;2;1;0;3;0;0;0;0;0;0;0;0;0;2;3;3;3;0;0;3;3;0;0;3;0;0;3;0;3;3;1;0;0;0;0;0;3;4;3;0;0;3;0;2;1;1
"K2167152158";2025;12050;"12";1;2;0;0;1;0;0;1;2;0;1;2;2;2;3;3;2;3;1;1;2;3;3;2;1;0;0;3;2;3;3;2;2;3;2;1;3;2;1;1;0;0;0;0;3;4;3;2;2;2;3;2;0;3
"K8367152154";2025;36016;"36";2;4;1;0;0;0;0;4;0;1;0;2;0;0;0;0;3;0;3;0;3;3;3;2;2;0;0;2;2;0;3;2;0;2;0;0;2;3;1;1;1;0;0;0;3;4;2;1;2;2;1;2;0;1
"K3067152159";2025;38003;"38";1;1;0;1;0;0;0;4;0;0;1;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;3;2;1;3;2;3;2;2;2;2;1;1;0;0;0;0;0;3;3;3;2;3;2;2;2;4;3
"K9967152160";2025;36020;"36";1;2;1;0;0;0;0;4;0;0;1;3;2;3;2;3;3;2;2;0;0;3;3;2;2;0;0;3;3;2;2;2;3;3;3;0;0;3;1;1;1;0;0;0;4;4;3;3;3;2;2;1;0;1
"K7667172150";2025;38173;"38";1;2;1;1;0;0;0;1;1;1;0;3;2;2;3;3;3;2;3;2;3;3;3;3;3;2;2;2;3;3;3;3;2;3;3;3;3;3;1;1;0;0;0;0;3;3;3;2;2;3;3;2;0;1
"K6967172153";2025;37090;"37";1;1;1;0;0;0;0;4;0;1;0;2;0;0;2;2;0;0;0;0;0;0;3;3;0;0;0;2;3;3;3;3;3;3;0;0;0;0;1;0;1;0;0;0;2;2;3;0;0;0;2;1;4;2
"K1467172158";2025;37040;"37";1;2;1;0;0;0;0;4;0;1;0;1;2;2;2;3;1;1;2;2;2;3;3;3;2;1;1;3;2;2;3;3;3;3;3;3;3;1;0;0;0;0;0;1;4;3;3;2;1;1;1;1;1;3
"K3867182150";2025;49303;"49";2;2;1;0;0;0;0;4;0;1;0;1;2;1;1;1;3;3;2;1;1;3;3;1;2;1;1;2;3;1;2;3;3;1;3;3;1;2;1;1;0;0;0;0;3;3;3;3;3;3;2;1;0;1
"K5767182150";2025;54301;"54";1;2;0;1;0;0;0;4;0;1;0;3;2;3;3;3;1;1;2;1;3;3;2;3;2;2;2;2;2;1;3;3;3;2;3;2;2;2;1;0;0;0;0;0;3;4;3;3;3;3;2;1;0;3
"K9667192151";2025;24091;"24";3;2;0;1;0;0;0;4;0;0;2;1;2;1;2;2;1;1;1;1;1;1;2;2;3;3;1;1;1;1;2;2;2;1;1;1;2;1;1;0;1;0;0;0;2;2;3;0;3;3;3;1;2;3
"K0467212154";2025;41058;"41";1;1;1;1;0;1;0;4;0;0;1;3;1;2;3;3;3;1;2;2;3;2;3;3;2;1;1;3;3;1;1;2;3;3;3;3;3;3;1;1;1;1;0;0;4;5;3;3;3;3;3;1;0;2
"K0067222152";2025;41064;"41";1;5;9;9;9;9;9;0;0;1;0;2;3;2;3;3;2;2;3;0;0;3;3;3;3;2;0;3;0;2;0;0;3;3;0;0;3;3;1;0;0;1;0;0;3;4;3;3;3;3;3;1;0;1
"K2367212160";2025;50928;"50";1;5;9;9;9;9;9;0;0;0;2;1;2;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;2;3;3;2;2;3;3;2;1;0;0;0;0;1;0;3;5;3;3;3;3;2;2;0;1
"K3367222156";2025;32027;"32";5;5;9;9;9;9;9;0;0;1;0;2;2;1;2;3;3;2;2;3;2;3;3;3;2;1;1;3;2;2;3;3;3;3;3;3;3;3;1;0;1;0;0;0;4;5;3;1;3;3;3;2;1;1
"K6667222156";2025;46401;"46";2;1;1;0;0;0;0;4;0;0;2;2;3;2;2;3;3;3;3;2;3;3;3;2;2;1;2;2;2;3;3;2;3;3;1;1;3;2;0;1;1;0;0;0;2;3;3;3;3;3;3;1;1;3
"K9067222157";2025;19031;"19";1;2;1;1;0;0;0;4;0;0;1;2;1;2;1;3;2;2;2;1;2;2;3;2;2;1;1;3;2;2;3;3;2;2;2;2;2;2;0;1;1;0;0;0;3;4;3;3;3;3;2;2;1;3
"K5567232153";2025;19048;"19";1;2;1;0;0;0;0;4;0;1;0;3;0;0;3;0;3;0;0;0;0;3;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;4;3;0;0;0;3;2;0;1
"K0067242151";2025;49321;"49";1;2;1;0;0;1;0;4;0;1;0;1;0;0;0;3;2;3;2;0;1;2;3;0;1;0;0;2;2;0;0;0;0;0;2;2;0;0;1;1;1;0;0;0;3;4;3;0;0;0;0;2;0;2
"K0767242152";2025;34022;"34";2;2;1;0;0;0;0;4;0;0;1;2;2;1;2;3;3;2;3;2;1;3;3;3;3;1;1;3;2;3;3;3;3;2;3;3;2;3;1;1;0;1;0;0;4;4;3;2;3;2;3;1;1;1
"K4067232159";2025;18087;"18";1;2;1;0;0;1;0;4;0;0;2;3;3;3;3;3;3;1;1;1;3;3;3;3;2;3;2;3;2;1;2;3;2;3;3;3;3;1;0;1;1;0;0;0;3;4;3;2;3;2;3;1;0;1
"K6467242151";2025;11084;"11";1;2;1;0;1;0;0;1;1;1;0;2;0;0;0;2;3;1;2;0;2;0;3;2;2;0;0;2;2;0;0;2;2;2;2;2;0;0;1;1;0;0;0;0;3;3;3;2;3;2;2;1;0;2
"K1067252154";2025;56608;"56";1;5;9;9;9;9;9;0;0;0;1;3;2;2;1;3;3;2;2;2;3;3;3;3;3;2;2;3;2;2;3;1;3;3;3;2;2;2;1;1;0;1;0;0;3;1;3;1;2;2;3;1;3;2
"K6967242157";2025;12059;"12";1;2;1;0;0;0;0;4;0;0;2;2;0;0;0;3;2;0;2;2;3;2;2;3;2;3;0;0;3;0;0;2;0;0;3;0;2;3;0;0;1;0;0;0;2;3;3;3;3;2;3;1;0;1
"K6267242158";2025;14032;"14";1;2;1;0;0;1;0;1;2;0;2;2;1;1;1;3;3;3;2;2;3;3;3;2;2;2;1;3;2;2;3;3;3;2;1;3;2;3;1;0;0;0;0;0;3;4;3;3;3;3;3;2;2;1
"K1767252155";2025;50924;"50";1;5;9;9;9;9;9;0;0;1;0;3;2;2;2;2;3;2;3;2;2;3;3;2;2;2;1;3;2;2;3;2;1;3;3;3;2;2;1;1;1;0;0;0;2;3;3;3;3;3;1;1;1;1
"K4567242160";2025;21041;"21";1;1;1;0;0;0;0;4;0;1;0;2;0;2;0;2;2;0;0;0;2;3;2;3;0;0;0;2;3;3;1;3;0;3;0;2;0;3;1;1;0;0;0;0;2;2;3;0;2;0;3;2;2;1
"K3867252156";2025;13088;"13";1;2;1;0;0;0;0;1;1;1;0;1;2;2;2;3;1;2;2;2;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;2;3;1;1;0;0;0;0;3;1;2;2;2;1;2;1;1;1
"K0067252159";2025;36050;"36";1;1;1;0;0;0;0;4;0;1;0;2;2;2;1;2;3;2;2;1;2;1;2;3;3;3;2;3;3;2;3;3;3;2;3;3;3;3;1;1;1;0;0;0;2;3;3;3;3;3;3;1;2;1
"K4867262150";2025;49101;"49";1;2;1;0;0;0;0;4;0;1;0;2;3;1;2;1;3;1;3;2;3;2;3;3;3;0;1;1;2;3;2;3;0;2;1;3;2;3;1;0;0;0;0;0;3;4;3;2;2;3;3;2;0;2
"K6067262151";2025;49004;"49";1;2;1;0;0;1;0;4;0;1;0;2;1;2;0;3;3;1;1;2;2;2;2;3;2;1;0;2;0;3;3;3;0;2;0;0;0;0;1;1;0;0;0;0;3;4;3;3;3;2;1;1;0;2
"K1267262155";2025;38080;"38";1;2;1;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;2;0;3;3;2;0;0;0;0;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;5;3;3;3;3;3;2;0;1
"K1567272150";2025;52588;"52";1;2;0;1;0;0;1;4;0;1;0;2;2;2;1;3;3;2;3;3;3;3;3;3;2;2;2;3;3;1;1;2;3;3;3;3;1;2;1;0;0;0;0;0;4;3;3;3;3;3;3;2;0;3
"K2967272150";2025;27027;"27";2;1;1;0;0;0;0;4;0;1;0;3;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;3;3;3;3;2;3;2;3;0;3;0;0;0;0;0;1;0;4;3;3;3;1;3;2;2;0;1
"K7067262154";2025;50924;"50";1;1;0;0;0;1;0;4;0;0;2;1;3;1;1;2;3;2;2;1;2;1;2;2;3;1;1;2;2;3;1;1;2;3;3;3;2;2;1;1;0;0;0;0;2;2;3;3;1;1;1;1;1;2
"K8267272152";2025;47303;"47";1;2;1;0;0;1;0;4;0;0;2;2;1;1;2;3;2;2;2;2;1;2;3;2;2;2;1;2;3;2;3;1;2;2;3;1;0;2;1;1;0;0;0;0;3;3;3;2;2;1;2;2;2;3
"K9167272155";2025;44018;"44";1;5;9;9;9;9;9;0;0;0;1;1;0;0;0;3;3;2;3;2;3;2;3;2;2;2;0;3;3;0;3;2;2;0;2;0;0;3;0;0;0;0;0;1;3;4;3;2;3;2;0;2;2;1
"K2267282155";2025;11086;"11";1;2;1;1;1;0;0;1;1;1;0;2;1;2;2;3;3;3;3;2;3;3;3;2;2;1;1;2;3;2;2;3;3;2;3;3;2;2;1;1;0;0;0;0;2;4;3;2;2;3;2;1;3;2
"K8467282151";2025;53401;"53";1;1;0;0;0;0;1;4;0;0;1;3;2;2;2;3;3;1;2;2;2;3;3;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;1;1;0;0;0;0;3;4;3;3;3;3;3;1;1;3
"K5367272160";2025;44021;"44";1;2;1;0;0;0;0;4;0;0;2;2;2;2;3;2;3;1;3;2;3;2;3;2;3;2;2;1;3;2;3;3;0;3;3;3;3;2;1;1;1;0;0;0;4;5;2;2;2;2;1;1;0;2
"K5667282155";2025;36082;"36";2;2;1;0;0;0;0;4;0;0;1;0;0;0;2;2;2;0;2;1;3;2;3;2;1;2;0;0;2;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;3;3;3;3;3;3;2;2;0;1
"K9667282158";2025;15384;"15";1;2;0;1;0;0;0;4;0;0;1;3;2;3;1;2;2;1;2;2;1;3;3;2;2;1;1;0;0;2;2;2;0;3;3;3;0;3;1;1;1;0;0;0;3;4;0;0;0;3;3;2;0;3
"K7867292158";2025;12096;"12";2;2;1;0;1;0;0;1;2;1;0;2;3;2;3;0;3;3;3;0;0;3;2;2;3;0;2;0;3;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;3;5;3;3;2;2;1;1;0;2
"K1267312151";2025;47006;"47";2;2;1;0;0;0;0;4;0;1;0;2;0;0;0;0;2;0;2;0;3;3;3;2;3;0;0;3;3;2;3;2;2;3;2;2;3;3;1;0;1;0;0;0;3;3;3;3;3;3;3;2;0;3
"K9567292160";2025;24040;"24";5;1;1;0;0;0;0;4;0;0;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;3;4;3;3;3;3;3;2;1;1
"K4167312152";2025;41045;"41";1;2;1;0;0;0;0;4;0;1;0;3;1;3;2;3;3;3;3;2;3;3;3;3;2;2;2;3;3;2;2;2;2;2;2;2;3;2;1;1;1;0;0;0;4;3;3;3;2;3;3;1;2;1
"K5567312154";2025;13048;"13";1;1;1;1;0;0;0;4;0;0;1;3;2;2;2;3;3;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;2;2;3;3;2;2;1;1;0;0;0;0;3;3;3;3;3;3;3;1;2;2
"K4167312156";2025;47001;"47";1;2;1;0;0;0;0;1;2;1;0;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;2;3;1;1;0;1;0;0;3;3;3;2;3;2;2;2;0;2
"K1267322153";2025;29021;"29";1;2;0;0;1;0;0;1;1;1;0;1;3;1;0;2;1;0;3;2;3;2;1;1;2;0;0;2;1;3;3;3;2;3;1;2;2;1;1;1;0;1;0;0;3;4;3;1;2;1;0;1;4;2
"K3667312159";2025;50833;"50";1;1;1;0;1;0;0;4;0;1;0;3;2;2;2;3;3;2;2;2;2;2;3;3;3;2;0;2;2;2;2;3;2;0;3;0;2;2;1;0;1;1;0;0;3;3;3;2;2;2;3;1;4;1
"K2267322156";2025;55063;"55";1;1;1;0;0;0;0;4;0;0;2;2;0;2;2;2;0;0;2;2;0;3;3;0;3;0;0;2;0;0;3;2;0;2;2;0;3;3;0;0;1;0;0;0;3;5;3;3;3;3;3;2;2;1
"K5867332151";2025;47006;"47";1;2;1;1;0;0;0;4;0;1;0;2;3;3;3;3;3;3;3;2;2;3;3;3;2;3;2;3;3;3;3;3;3;2;3;2;3;3;1;1;0;1;0;0;3;4;3;1;2;2;2;2;3;2
"K7967332152";2025;55043;"55";1;2;1;0;0;0;0;1;2;0;2;2;2;1;3;3;3;3;1;1;2;2;3;3;1;0;0;3;3;2;3;3;3;3;2;2;2;3;1;1;0;0;0;0;3;3;3;3;3;3;3;1;4;2
"K5367342151";2025;50128;"50";1;1;1;0;0;0;0;4;0;0;1;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;2;3;2;3;3;3;3;0;1;0;0;0;0;3;3;2;1;3;2;2;2;0;2
"K9167332157";2025;50104;"50";1;1;0;0;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;2;3;3;2;2;3;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;3;3;0;2;3;0;1;4;3
"K2267342155";2025;49211;"49";1;2;0;0;1;0;0;1;1;1;0;2;0;0;0;3;0;0;0;0;0;3;3;2;3;0;0;3;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;3;0;3;0;2;2;2
"K6767332160";2025;49120;"49";1;2;1;1;0;1;0;4;0;0;1;3;3;3;3;3;3;1;3;1;3;2;3;3;3;2;3;2;2;3;0;2;3;3;3;3;3;2;1;1;0;0;0;0;4;5;3;3;3;3;3;1;1;1
"K6167352150";2025;27028;"27";2;2;1;0;0;1;0;4;0;1;0;3;3;2;3;2;3;1;3;2;2;1;3;3;3;3;2;3;3;2;3;3;2;3;3;3;2;2;1;1;1;0;0;0;3;5;3;2;3;3;2;2;0;1
"K3067362151";2025;11062;"11";2;3;0;0;1;0;0;1;2;0;2;0;2;1;0;3;3;0;2;2;0;3;3;0;2;0;1;2;2;0;2;2;2;2;2;3;2;2;1;1;0;0;0;0;3;4;3;3;2;3;2;2;0;1
