"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"AUTOEFICACIA";"MOT_APRENDIZAJE";"MOT_DESEMPENO";"AUTORREGULACION"
"L2227392255";2025;36066;36;"2";"2";"3";"3"
"L4827392251";2025;42021;42;"3";"3";"2";"1"
"L5327392251";2025;41217;41;"2";"1";"3";"1"
"L1327392258";2025;50124;50;"2";"2";"3";"3"
"L2627392256";2025;49306;49;"1";"2";"3";"1"
"L3927392254";2025;43013;43;"2";"2";"2";"1"
"L4127392255";2025;38009;38;"2";"3";"2";"3"
"L5427392253";2025;14040;14;"2";"2";"3";"2"
"L4327392256";2025;32160;32;"2";"2";"2";"2"
"L2927392259";2025;27001;27;"2";"2";"2";"2"
"L7027392254";2025;29080;29;"2";"2";"3";"3"
"L2427392262";2025;15271;15;"2";"2";"2";"3"
"L7627392257";2025;51240;51;"2";"2";"2";"3"
"L1527402251";2025;38013;38;"1";"1";"2";"1"
"L7527392258";2025;37040;37;"3";"3";"3";"3"
"L0127402254";2025;15171;15;"2";"3";"1";"1"
"L7227392262";2025;55039;55;"2";"2";"2";"2"
"L0727402257";2025;41026;41;"3";"2";"3";"2"
"L3327402253";2025;40030;40;"3";"2";"3";"3"
"L1427402259";2025;38083;38;"3";"2";"3";"1"
"L2927402258";2025;13081;13;"2";"2";"2";"2"
"L6827402252";2025;14066;14;"3";"3";"2";"3"
"L5427402255";2025;24112;24;"3";"3";"2";"3"
"L8027402251";2025;13078;13;"1";"3";"3";"1"
"L7027402253";2025;12014;12;"3";"3";"2";"3"
"L4327402258";2025;22020;22;"2";"3";"3";"3"
"L7127402255";2025;47462;47;"2";"2";"2";"1"
"L4027402262";2025;41067;41;"2";"1";"1";"2"
"L7427402258";2025;18060;18;"3";"3";"2";"3"
"L8727402256";2025;49012;49;"2";"2";"3";"1"
"L0027412254";2025;56112;56;"1";"2";"3";"3"
"L3027412252";2025;17082;17;"2";"1";"2";"3"
"L0327412257";2025;17005;17;"1";"3";"3";"2"
"L1827412256";2025;19030;19;"2";"2";"3";"2"
"L3527412255";2025;50808;50;"1";"1";"1";"1"
"L6427412251";2025;16036;16;"2";"2";"3";"2"
"L8027412252";2025;43037;43;"2";"2";"2";"2"
"L6927412255";2025;12027;12;"2";"2";"1";"2"
"L5527412258";2025;51173;51;"1";"2";"2";"1"
"L7127412256";2025;11005;11;"3";"2";"2";"3"
"L3827412262";2025;53111;53;"2";"3";"3";"2"
"L8327412255";2025;37050;37;"3";"3";"3";"3"
"L5527412262";2025;12021;12;"2";"3";"3";"3"
"L7427412259";2025;14067;14;"1";"1";"2";"2"
"L8727412257";2025;30095;30;"2";"2";"3";"2"
"L1527422254";2025;36030;36;"3";"3";"1";"3"
"L6927412262";2025;15141;15;"2";"2";"3";"2"
"L1727422255";2025;49103;49;"1";"1";"2";"1"
"L4227422252";2025;55045;55;"2";"1";"2";"2"
"L8327412262";2025;41078;41;"3";"2";"2";"3"
"L4727422252";2025;51173;51;"1";"1";"1";"1"
"L0927422260";2025;25067;25;"1";"2";"2";"2"
"L2227422258";2025;29054;29;"2";"2";"2";"1"
"L3527422256";2025;41078;41;"2";"1";"1";"1"
"L4827422254";2025;50119;50;"3";"2";"2";"3"
"L0227422262";2025;37040;37;"2";"2";"2";"2"
"L3727422257";2025;23068;23;"1";"2";"2";"2"
"L5027422255";2025;14002;14;"2";"2";"1";"2"
"L4927422256";2025;37018;37;"1";"2";"2";"1"
"L3927422258";2025;21024;21;"1";"1";"2";"1"
"L5227422256";2025;41009;41;"1";"1";"1";"1"
"L7727422253";2025;14007;14;"2";"2";"1";"1"
"L9227422252";2025;18066;18;"2";"1";"3";"1"
"L5227422259";2025;39134;39;"2";"1";"1";"1"
"L5527422259";2025;55058;55;"1";"2";"2";"2"
"L0727432251";2025;15171;15;"2";"1";"2";"2"
"L1127432253";2025;32160;32;"2";"2";"3";"2"
"L2427432251";2025;16041;16;"2";"2";"3";"1"
"L2627432252";2025;49207;49;"2";"2";"3";"3"
"L6727422262";2025;55080;55;"2";"2";"1";"1"
"L1227432255";2025;38006;38;"2";"3";"2";"3"
"L2527432253";2025;49110;49;"1";"1";"2";"1"
"L8827422260";2025;37020;37;"2";"2";"2";"1"
"L1327432257";2025;16039;16;"2";"2";"2";"2"
"L2627432255";2025;41048;41;"1";"2";"2";"1"
"L4527432252";2025;42023;42;"3";"2";"2";"3"
"L4427432253";2025;15161;15;"3";"3";"3";"3"
"L5727432251";2025;39122;39;"3";"3";"3";"3"
"L4827432255";2025;12101;12;"2";"2";"2";"2"
"L4727432256";2025;51173;51;"2";"2";"3";"2"
"L3627432259";2025;42003;42;"3";"2";"1";"2"
"L9027432252";2025;38006;38;"1";"1";"3";"1"
"L3127432262";2025;11045;11;"2";"3";"3";"1"
"L6527432258";2025;12024;12;"2";"1";"1";"3"
"L7827432256";2025;15330;15;"2";"1";"2";"1"
"L9127432254";2025;15170;15;"1";"1";"1";"2"
"L8027432257";2025;50808;50;"2";"2";"2";"2"
"L0927442253";2025;38003;38;"3";"3";"3";"3"
"L1127442257";2025;12039;12;"2";"2";"1";"2"
"L5527442251";2025;55093;55;"1";"1";"2";"1"
"L0227442260";2025;55046;55;"2";"2";"2";"2"
"L4427442254";2025;14099;14;"1";"2";"2";"2"
"L3027442257";2025;51152;51;"3";"3";"3";"3"
"L5927442253";2025;36064;36;"2";"2";"3";"2"
"L1927442260";2025;12057;12;"2";"3";"2";"3"
"L3127442259";2025;14040;14;"2";"2";"1";"1"
"L1527442262";2025;41197;41;"3";"2";"2";"3"
"L4727442257";2025;42007;42;"2";"2";"2";"1"
"L7227442254";2025;12058;12;"2";"2";"1";"2"
"L4927442258";2025;51210;51;"2";"2";"2";"2"
"L8827442252";2025;29061;29;"1";"3";"3";"2"
"L0027452251";2025;36001;36;"2";"2";"2";"1"
"L7727442255";2025;17089;17;"2";"3";"3";"3"
"L9027442253";2025;22101;22;"3";"2";"3";"2"
"L0527452252";2025;37099;37;"2";"2";"2";"3"
"L8027442258";2025;50224;50;"1";"2";"2";"1"
"L9327442256";2025;18203;18;"2";"1";"2";"2"
"L0627452254";2025;16005;16;"2";"2";"3";"1"
"L7927442259";2025;44009;44;"2";"1";"1";"1"
"L9427442258";2025;43010;43;"1";"3";"2";"3"
"L2027452254";2025;41048;41;"2";"2";"3";"1"
"L3327452252";2025;44031;44;"2";"2";"2";"2"
"L7427442262";2025;24087;24;"2";"3";"2";"3"
"L3527452253";2025;50510;50;"1";"2";"3";"1"
"L5327452251";2025;42001;42;"3";"3";"2";"3"
"L5227452252";2025;49209;49;"1";"2";"2";"3"
"L1227452259";2025;49012;49;"3";"3";"3";"3"
"L9627442262";2025;49104;49;"2";"2";"1";"1"
"L4127452255";2025;15360;15;"3";"1";"1";"1"
"L1427452260";2025;29015;29;"2";"2";"2";"1"
"L4227452257";2025;14034;14;"3";"3";"1";"3"
"L5527452255";2025;11526;11;"2";"3";"3";"2"
"L2427452262";2025;41021;41;"2";"3";"2";"2"
"L2727452262";2025;45009;45;"3";"3";"3";"3"
"L5827452258";2025;33025;33;"1";"2";"2";"1"
"L0027462252";2025;15311;15;"1";"2";"2";"1"
"L8927452255";2025;12038;12;"3";"1";"2";"2"
"L0227462253";2025;12035;12;"1";"3";"2";"2"
"L8827452256";2025;15360;15;"2";"2";"3";"2"
"L0427462254";2025;39115;39;"2";"1";"2";"2"
"L5827452262";2025;14008;14;"1";"1";"3";"1"
"L1927462253";2025;16005;16;"1";"1";"2";"1"
"L9227452258";2025;50233;50;"1";"2";"2";"1"
"L0427462257";2025;45025;45;"1";"1";"2";"1"
"L0727462257";2025;36051;36;"3";"3";"3";"3"
"L4627462251";2025;18069;18;"1";"1";"1";"1"
"L9827452260";2025;30076;30;"2";"2";"2";"3"
"L1127462258";2025;56114;56;"1";"2";"2";"2"
"L3827462256";2025;15100;15;"2";"2";"2";"2"
"L5127462254";2025;36012;36;"2";"2";"2";"2"
"L5427462254";2025;46107;46;"1";"1";"2";"1"
"L6727462252";2025;35058;35;"1";"2";"2";"2"
"L0827462262";2025;44005;44;"3";"2";"3";"2"
"L2727462259";2025;32162;32;"1";"1";"2";"2"
"L7927462251";2025;41098;41;"2";"1";"2";"1"
"L4227462258";2025;50928;50;"2";"1";"1";"2"
"L5527462256";2025;12056;12;"3";"2";"2";"2"
"L6827462254";2025;49105;49;"1";"2";"3";"2"
"L5427462257";2025;33024;33;"1";"1";"2";"1"
"L2527462262";2025;16007;16;"2";"2";"2";"3"
"L4427462259";2025;11086;11;"2";"2";"3";"3"
"L7027462255";2025;45041;45;"1";"1";"1";"1"
"L8327462253";2025;18068;18;"1";"1";"2";"1"
"L3927462262";2025;19041;19;"2";"2";"2";"2"
"L7327462258";2025;56210;56;"2";"1";"3";"2"
"L1227472252";2025;14037;14;"2";"2";"2";"1"
"L7227462259";2025;47431;47;"1";"2";"3";"1"
"L1427472253";2025;56103;56;"1";"2";"2";"1"
"L7727462260";2025;11022;11;"1";"2";"1";"2"
"L8927462259";2025;50201;50;"2";"3";"2";"2"
"L1527472255";2025;12039;12;"1";"2";"1";"2"
"L4427472251";2025;14083;14;"2";"2";"2";"1"
"L3027472254";2025;25037;25;"1";"1";"1";"1"
"L0927472258";2025;12039;12;"2";"2";"2";"1"
"L0827472259";2025;44025;44;"3";"2";"3";"3"
"L5027472253";2025;38006;38;"1";"1";"2";"2"
"L4927472254";2025;35001;35;"1";"2";"2";"2"
"L6527472252";2025;25003;25;"1";"1";"2";"1"
"L7727472251";2025;50221;50;"2";"2";"1";"3"
"L3727472258";2025;41123;41;"2";"3";"1";"1"
"L2727472260";2025;12011;12;"3";"1";"2";"2"
"L5327472256";2025;15311;15;"1";"2";"1";"3"
"L6627472254";2025;15380;15;"2";"1";"2";"2"
"L2027472262";2025;16100;16;"2";"2";"3";"3"
"L5227472257";2025;34078;34;"1";"2";"3";"2"
"L7827472253";2025;14006;14;"1";"3";"3";"3"
"L9427472251";2025;13023;13;"2";"3";"3";"2"
"L8027472254";2025;50929;50;"2";"2";"3";"3"
"L5627472259";2025;43001;43;"1";"3";"2";"2"
"L9927472255";2025;42002;42;"2";"2";"1";"2"
"L9827472256";2025;11045;11;"2";"2";"1";"2"
"L1327482255";2025;41026;41;"2";"3";"2";"2"
"L3927482251";2025;14005;14;"1";"2";"1";"2"
"L0227482258";2025;15271;15;"1";"2";"3";"1"
"L1527482256";2025;37092;37;"1";"1";"2";"1"
"L3227482255";2025;13002;13;"2";"3";"2";"1"
"L4527482253";2025;50506;50;"1";"2";"2";"2"
"L5827482251";2025;30038;30;"1";"1";"3";"2"
"L6027482252";2025;34006;34;"2";"2";"2";"3"
"L3327482257";2025;51210;51;"2";"2";"3";"1"
"L4627482255";2025;44015;44;"3";"2";"1";"3"
"L6227482253";2025;11020;11;"1";"1";"1";"1"
"L3527482258";2025;47201;47;"2";"2";"2";"2"
"L7627482253";2025;47004;47;"1";"1";"2";"2"
"L3927482260";2025;12004;12;"2";"1";"2";"2"
"L5227482258";2025;53301;53;"2";"2";"2";"3"
"L3227482262";2025;11020;11;"2";"1";"2";"2"
"L3527482262";2025;16007;16;"2";"1";"3";"2"
"L6727482257";2025;55047;55;"3";"3";"3";"3"
"L8027482255";2025;35020;35;"3";"3";"3";"3"
"L5327482260";2025;12007;12;"2";"2";"1";"2"
"L7927482256";2025;27040;27;"3";"2";"2";"3"
"L9227482254";2025;42003;42;"2";"1";"2";"2"
"L8227482256";2025;15462;15;"3";"3";"2";"3"
"L0827492252";2025;18092;18;"2";"1";"1";"1"
"L1027492253";2025;41029;41;"";"";"";"1"
"L0927492254";2025;11068;11;"2";"3";"2";"3"
"L2227492252";2025;16104;16;"2";"3";"1";"3"
"L1127492255";2025;11090;11;"2";"1";"3";"3"
"L8427482260";2025;47462;47;"3";"3";"1";"3"
"L2627492254";2025;11055;11;"2";"2";"2";"3"
"L2527492255";2025;18093;18;"2";"2";"3";"1"
"L1727492257";2025;13076;13;"2";"3";"1";"3"
"L2927492256";2025;30013;30;"2";"2";"2";"2"
"L4227492254";2025;13078;13;"3";"3";"3";"3"
"L3227492256";2025;56718;56;"2";"2";"2";"2"
"L4527492254";2025;49114;49;"2";"1";"1";"1"
"L6027492253";2025;16041;16;"1";"1";"1";"1"
"L3527492259";2025;17835;17;"1";"2";"3";"3"
"L4727492258";2025;56424;56;"1";"1";"1";"3"
"L3027492262";2025;56213;56;"2";"2";"3";"2"
"L7827492255";2025;24060;24;"1";"1";"1";"1"
"L5127492260";2025;16100;16;"1";"1";"2";"1"
"L0627502255";2025;55041;55;"1";"2";"2";"1"
"L0927502255";2025;22037;22;"2";"2";"3";"2"
"L3527502251";2025;49017;49;"1";"1";"1";"1"
"L0827502256";2025;12021;12;"1";"2";"3";"2"
"L3427502252";2025;14064;14;"2";"3";"2";"2"
"L2327502255";2025;55021;55;"1";"2";"3";"2"
"L4927502251";2025;17002;17;"2";"2";"2";"2"
"L9627492260";2025;34026;34;"1";"2";"2";"3"
"L2927502255";2025;44041;44;"2";"2";"3";"3"
"L4227502253";2025;55043;55;"2";"2";"2";"2"
"L5427502252";2025;34038;34;"2";"2";"2";"2"
"L4427502254";2025;44004;44;"3";"3";"3";"3"
"L4327502255";2025;42022;42;"3";"3";"2";"3"
"L6927502251";2025;38166;38;"1";"2";"1";"1"
"L1627502260";2025;49006;49;"2";"2";"2";"3"
"L4527502256";2025;41009;41;"1";"1";"2";"1"
"L3427502259";2025;19042;19;"1";"2";"1";"2"
"L4727502257";2025;16030;16;"2";"2";"2";"3"
"L8727502253";2025;21074;21;"2";"3";"2";"2"
"L7727502255";2025;11045;11;"3";"3";"3";"3"
"L6327502258";2025;17836;17;"3";"3";"2";"3"
"L6427502260";2025;45009;45;"1";"2";"2";"2"
"L6027502262";2025;37011;37;"2";"3";"2";"2"
"L0827512255";2025;40022;40;"2";"2";"2";"1"
"L3427512251";2025;15170;15;"2";"2";"3";"1"
"L8127502260";2025;49314;49;"2";"2";"2";"2"
"L2227512255";2025;30085;30;"2";"2";"3";"2"
"L9527502260";2025;11040;11;"1";"2";"1";"1"
"L5327512251";2025;41209;41;"2";"2";"3";"2"
"L5227512252";2025;41129;41;"3";"2";"2";"2"
"L9627502262";2025;49114;49;"1";"2";"2";"2"
"L1527512259";2025;11026;11;"2";"1";"2";"1"
"L1427512260";2025;40042;40;"1";"2";"2";"2"
"L2727512258";2025;36001;36;"1";"2";"2";"3"
"L3027512258";2025;25037;25;"2";"3";"1";"3"
"L5827512255";2025;13103;13;"2";"2";"2";"2"
"L8427512251";2025;47306;47;"2";"2";"2";"3"
"L8327512252";2025;35017;35;"1";"2";"2";"1"
"L7327512254";2025;19022;19;"2";"2";"3";"2"
"L6127512258";2025;56118;56;"2";"3";"1";"2"
"L4127512262";2025;11042;11;"3";"2";"2";"2"
"L7627512257";2025;50510;50;"3";"3";"2";"3"
"L7527512258";2025;13102;13;"2";"3";"2";"2"
"L1427522252";2025;41043;41;"1";"2";"2";"2"
"L0727522257";2025;27021;27;"2";"1";"1";"2"
"L0627522258";2025;38013;38;"1";"1";"1";"1"
"L1927522256";2025;11045;11;"2";"3";"1";"3"
"L6427522252";2025;56216;56;"2";"2";"3";"2"
"L6727522252";2025;43025;43;"3";"2";"2";"3"
"L8227522251";2025;37046;37;"3";"2";"2";"1"
"L5527522256";2025;41097;41;"2";"2";"2";"2"
"L7027522255";2025;19043;19;"3";"2";"3";"2"
"L4327522260";2025;41106;41;"2";"2";"2";"2"
"L7127522257";2025;11005;11;"2";"2";"1";"1"
"L6027522260";2025;39105;39;"3";"3";"2";"2"
"L1227532252";2025;14016;14;"2";"3";"3";"2"
"L5327522262";2025;12027;12;"1";"1";"2";"2"
"L7527522259";2025;42002;42;"3";"3";"3";"3"
"L8727522258";2025;36050;36;"2";"2";"2";"2"
"L0027532256";2025;21056;21;"1";"2";"3";"2"
"L0327532256";2025;45024;45;"1";"2";"3";"3"
"L0227532257";2025;30037;30;"3";"2";"3";"3"
"L4427532251";2025;25006;25;"1";"2";"2";"1"
"L4327532252";2025;26092;26;"2";"1";"2";"2"
"L2227532256";2025;15130;15;"1";"2";"1";"1"
"L0827532259";2025;35062;35;"2";"3";"3";"3"
"L1027532260";2025;50110;50;"2";"2";"1";"2"
"L2227532259";2025;50128;50;"2";"3";"3";"2"
"L6427532253";2025;56112;56;"2";"2";"2";"2"
"L7727532251";2025;35040;35;"1";"3";"2";"2"
"L4027532258";2025;37011;37;"3";"3";"3";"3"
"L6527532255";2025;11045;11;"3";"2";"2";"2"
"L6827532255";2025;50833;50;"2";"2";"3";"3"
"L4127532260";2025;16008;16;"2";"2";"3";"2"
"L5627532259";2025;18094;18;"3";"3";"3";"3"
"L5527532260";2025;12027;12;"2";"2";"2";"1"
"L1127542251";2025;14083;14;"2";"1";"1";"1"
"L1027542252";2025;11065;11;"1";"1";"2";"2"
"L8327532257";2025;12039;12;"1";"2";"1";"2"
"L9627532255";2025;18070;18;"2";"2";"2";"2"
"L7227532260";2025;13024;13;"2";"3";"1";"3"
"L8527532258";2025;49301;49;"1";"1";"3";"2"
"L9827532256";2025;23016;23;"1";"1";"1";"2"
"L0127542256";2025;17001;17;"1";"2";"1";"1"
"L8627532260";2025;50121;50;"1";"2";"3";"2"
"L4227542251";2025;41058;41;"2";"2";"3";"3"
"L1527542256";2025;15220;15;"3";"2";"3";"2"
"L2827542254";2025;41206;41;"1";"1";"1";"1"
"L4127542252";2025;55117;55;"2";"2";"2";"1"
"L0627542259";2025;39405;39;"2";"2";"2";"1"
"L5827542251";2025;56112;56;"1";"1";"2";"1"
"L2127542258";2025;42002;42;"2";"3";"3";"2"
"L3427542256";2025;19076;19;"1";"2";"3";"2"
"L0127542262";2025;43007;43;"2";"2";"2";"3"
"L3327542257";2025;40072;40;"1";"1";"2";"2"
"L4627542255";2025;44001;44;"2";"2";"1";"2"
"L2227542260";2025;11055;11;"2";"2";"3";"2"
"L5127542256";2025;12013;12;"2";"3";"1";"3"
"L6327542255";2025;11055;11;"1";"2";"1";"2"
"L3627542260";2025;35057;35;"2";"1";"3";"1"
"L3227542262";2025;55104;55;"2";"2";"3";"3"
"L5127542259";2025;29029;29;"1";"2";"2";"2"
"L6627542258";2025;50227;50;"2";"2";"1";"3"
"L9227542254";2025;42023;42;"1";"2";"1";"2"
"L8227542256";2025;50225;50;"3";"3";"1";"3"
"L8127542257";2025;20050;20;"2";"1";"1";"2"
"L9727542255";2025;12055;12;"2";"3";"1";"1"
"L8327542258";2025;38015;38;"1";"2";"2";"1"
"L2227552252";2025;17028;17;"1";"2";"2";"2"
"L2427552253";2025;44026;44;"3";"1";"1";"1"
"L3727552251";2025;12014;12;"2";"3";"2";"2"
"L1027552256";2025;25015;25;"2";"3";"3";"2"
"L8727542260";2025;13049;13;"2";"3";"3";"3"
"L8527542262";2025;56104;56;"1";"1";"2";"1"
"L4227552254";2025;55062;55;"1";"2";"2";"2"
"L4527552254";2025;47004;47;"2";"2";"1";"1"
"L1827552259";2025;30035;30;"2";"2";"2";"2"
"L3127552257";2025;20022;20;"3";"3";"3";""
"L7327552251";2025;45036;45;"2";"2";"2";"3"
"L7227552252";2025;13065;13;"2";"2";"2";"3"
"L1327552262";2025;41215;41;"3";"2";"2";"2"
"L3027552262";2025;12039;12;"3";"3";"2";"2"
"L8827552253";2025;41216;41;"2";"2";"3";"2"
"L6527552257";2025;41059;41;"2";"3";"3";"2"
"L0427562251";2025;50121;50;"2";"3";"3";"3"
"L5127552260";2025;34007;34;"3";"2";"3";"2"
"L9027552254";2025;11055;11;"2";"2";"2";"1"
"L4427552262";2025;14001;14;"3";"3";"2";"2"
"L0527562253";2025;27080;27;"3";"3";"2";"3"
"L2127562251";2025;15300;15;"3";"3";"3";"3"
"L9427552256";2025;49311;49;"1";"1";"1";"1"
"L9627552257";2025;37040;37;"1";"1";"1";"2"
"L0927562255";2025;49206;49;"2";"2";"2";"2"
"L3527562251";2025;49102;49;"2";"1";"2";"2"
"L8227552260";2025;18201;18;"2";"2";"2";"3"
"L1527562257";2025;16001;16;"2";"2";"2";"2"
"L4127562253";2025;11087;11;"1";"2";"2";"1"
"L5427562251";2025;40030;40;"2";"2";"3";"2"
"L1527562260";2025;11020;11;"3";"3";"1";"2"
"L3027562259";2025;41213;41;"2";"2";"3";"3"
"L5627562255";2025;14063;14;"2";"1";"1";"2"
"L4627562257";2025;12013;12;"2";"3";"3";"2"
"L5927562255";2025;11078;11;"2";"3";"3";"3"
"L4527562258";2025;50215;50;"2";"1";"2";"1"
"L7127562254";2025;37097;37;"1";"1";"2";"1"
"L6127562256";2025;25067;25;"1";"1";"1";"1"
"L4727562259";2025;11526;11;"3";"3";"3";"2"
"L9927562251";2025;19031;19;"2";"2";"2";"2"
"L0227572251";2025;32138;32;"2";"2";"3";"2"
"L7727562257";2025;41026;41;"2";"2";"2";"3"
"L1627572251";2025;11042;11;"1";"1";"2";"2"
"L9227562256";2025;39131;39;"2";"1";"2";"1"
"L5927562262";2025;36056;36;"2";"2";"3";"2"
"L9127562257";2025;55050;55;"2";"2";"2";"1"
"L2027572253";2025;32002;32;"1";"2";"2";"1"
"L0627572256";2025;39132;39;"1";"2";"1";"1"
"L7327562262";2025;41026;41;"1";"2";"1";"2"
"L4727572251";2025;18094;18;"2";"1";"2";"2"
"L9427562260";2025;37022;37;"2";"1";"3";"2"
"L3827572254";2025;41130;41;"2";"2";"3";"2"
"L1127572259";2025;56210;56;"3";"3";"3";"3"
"L2427572257";2025;41102;41;"1";"1";"2";"2"
"L9527562262";2025;13076;13;"2";"2";"2";"1"
"L1327572260";2025;37054;37;"2";"1";"1";"1"
"L5227572254";2025;26071;26;"1";"1";"2";"1"
"L2927572258";2025;16001;16;"2";"2";"1";"1"
"L4127572257";2025;25061;25;"2";"3";"2";"2"
"L6727572253";2025;30094;30;"3";"2";"3";"1"
"L5727572255";2025;13104;13;"2";"2";"3";"2"
"L5627572256";2025;19050;19;"3";"2";"3";"3"
"L6927572254";2025;11022;11;"2";"3";"3";"2"
"L8227572252";2025;13078;13;"1";"2";"3";"2"
"L2327572262";2025;24085;24;"1";"2";"2";"1"
"L5827572257";2025;56527;56;"2";"2";"1";"1"
"L6027572258";2025;16102;16;"3";"3";"3";"2"
"L8627572254";2025;12057;12;"2";"3";"2";"3"
"L4027572262";2025;12006;12;"3";"2";"2";"2"
"L0127582253";2025;35074;35;"1";"1";"2";"2"
"L7427572258";2025;41126;41;"1";"1";"2";"1"
"L1627582252";2025;34101;34;"1";"1";"2";"2"
"L7627572259";2025;18095;18;"2";"2";"3";"2"
"L8927572257";2025;13072;13;"3";"3";"2";"3"
"L1527582253";2025;14005;14;"3";"2";"2";"3"
"L2827582251";2025;11005;11;"1";"1";"2";"1"
"L8827572258";2025;34019;34;"1";"1";"2";"1"
"L3127582251";2025;30096;30;"2";"2";"3";"1"
"L7827572260";2025;44041;44;"1";"2";"2";"2"
"L0427582256";2025;11095;11;"3";"2";"2";"1"
"L1627582255";2025;14032;14;"2";"2";"3";"2"
"L0927582259";2025;13091;13;"2";"2";"1";"2"
"L3827582255";2025;34084;34;"2";"2";"2";"2"
"L2427582258";2025;19086;19;"2";"2";"1";"1"
"L6327582252";2025;38003;38;"1";"2";"1";"2"
"L0427582262";2025;13068;13;"1";"3";"2";"1"
"L2627582259";2025;42002;42;"2";"1";"3";"1"
"L7827582251";2025;19020;19;"1";"1";"1";"3"
"L3827582258";2025;41028;41;"2";"3";"3";"3"
"L2827582260";2025;35077;35;"1";"2";"2";"2"
"L4127582258";2025;14037;14;"";"";"";"2"
"L5527582258";2025;15181;15;"2";"1";"2";"2"
"L1127592252";2025;42101;42;"2";"3";"1";"1"
"L5527582262";2025;17084;17;"1";"2";"3";"2"
"L8727582257";2025;36052;36;"2";"2";"2";"2"
"L2627592251";2025;32037;32;"3";"2";"2";"3"
"L7327582260";2025;35018;35;"3";"3";"3";"3"
"L1227592254";2025;53111;53;"1";"2";"1";"1"
"L3027592253";2025;47461;47;"2";"2";"2";"2"
"L4327592251";2025;33078;33;"2";"1";"2";"2"
"L4227592252";2025;15131;15;"3";"3";"1";"2"
"L0927592260";2025;42001;42;"3";"2";"2";"2"
"L5027592255";2025;18092;18;"2";"1";"1";"1"
"L2327592260";2025;36029;36;"1";"2";"2";"2"
"L3627592258";2025;30022;30;"1";"2";"2";"2"
"L4927592256";2025;13015;13;"3";"3";"1";"3"
"L3927592258";2025;32164;32;"2";"1";"1";"1"
"L6527592254";2025;14099;14;"1";"1";"1";"1"
"L7727592253";2025;38174;38;"3";"2";"3";"2"
"L4027592260";2025;29028;29;"1";"1";"1";"1"
"L6627592256";2025;40042;40;"1";"2";"2";"2"
"L7927592254";2025;49229;49;"3";"3";"2";"2"
"L6727592258";2025;55076;55;"1";"1";"1";"1"
"L8027592256";2025;48009;48;"1";"2";"2";"1"
"L8327592256";2025;13072;13;"2";"2";"2";"1"
"L0927602252";2025;11045;11;"3";"1";"2";"2"
"L5027592262";2025;49104;49;"1";"1";"2";"2"
"L0827602253";2025;49223;49;"2";"2";"3";"2"
"L1127602253";2025;16056;16;"2";"";"2";"1"
"L6427592262";2025;45020;45;"2";"1";"3";"2"
"L1327602254";2025;12014;12;"3";"2";"3";"3"
"L6727592262";2025;41130;41;"1";"2";"2";"2"
"L4127602251";2025;14071;14;"1";"1";"2";"1"
"L1427602256";2025;51120;51;"2";"1";"2";"2"
"L2627602255";2025;38083;38;"2";"1";"2";"1"
"L3327602254";2025;42003;42;"3";"2";"2";"2"
"L3227602255";2025;30026;30;"1";"3";"3";"1"
"L0827602260";2025;33023;33;"3";"3";"3";"3"
"L6027602252";2025;34038;34;"2";"2";"3";"2"
"L0127602262";2025;41111;41;"2";"3";"3";"3"
"L4627602255";2025;29061;29;"1";"2";"2";"2"
"L6227602253";2025;48012;48;"2";"1";"2";"2"
"L2227602260";2025;43040;43;"2";"1";"2";"3"
"L6427602254";2025;15340;15;"2";"3";"";"2"
"L3727602259";2025;13019;13;"1";"3";"3";"2"
"L5027602257";2025;35059;35;"2";"2";"2";"1"
"L6327602255";2025;11020;11;"2";"1";"2";"2"
"L3627602260";2025;56610;56;"2";"3";"1";"1"
"L5227602258";2025;51151;51;"2";"1";"3";"2"
"L3227602262";2025;50142;50;"2";"1";"1";"2"
"L5127602259";2025;38166;38;"1";"1";"2";"2"
"L3527602262";2025;38292;38;"1";"1";"1";"1"
"L9527602254";2025;38013;38;"2";"1";"3";"2"
"L0827612252";2025;34011;34;"2";"1";"3";"2"
"L0727612253";2025;35061;35;"2";"3";"3";"2"
"L8327602258";2025;39403;39;"2";"3";"3";"3"
"L2227612252";2025;11069;11;"1";"1";"2";"2"
"L6627602262";2025;21041;21;"2";"3";"2";"1"
"L2427612253";2025;22063;22;"1";"2";"2";"2"
"L8427602260";2025;33025;33;"2";"2";"3";"2"
"L1327612256";2025;37029;37;"1";"2";"2";"2"
"L0327612260";2025;11040;11;"1";"2";"2";"2"
"L4227612254";2025;27009;27;"1";"2";"3";"2"
"L5727612253";2025;42122;42;"3";"3";"2";"2"
"L7027612251";2025;41045;41;"2";"1";"1";"1"
"L4627612256";2025;16007;16;"2";"2";"2";"3"
"L6227612257";2025;35068;35;"1";"2";"2";"1"
"L7527612255";2025;56510;56;"2";"1";"2";"1"
"L6427612258";2025;20052;20;"2";"2";"2";"3"
"L4427612262";2025;30039;30;"3";"2";"2";"2"
"L0627622255";2025;32016;32;"1";"1";"1";"2"
"L4927622251";2025;47007;47;"1";"2";"1";"1"
"L1527622257";2025;34038;34;"2";"3";"2";"2"
"L5427622251";2025;14004;14;"1";"1";"3";"1"
"L4327622254";2025;56116;56;"2";"2";"1";"1"
"L1627622259";2025;22030;22;"1";"2";"3";"1"
