"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"AUTOEFICACIA";"MOT_APRENDIZAJE";"MOT_DESEMPENO";"AUTORREGULACION"
"L0196232162";2025;39114;39;"2";"2";"1";"2"
"L3596232158";2025;13104;13;"1";"2";"2";"2"
"L7796232152";2025;55125;55;"2";"2";"2";"1"
"L5096232157";2025;51184;51;"1";"2";"1";"3"
"L9396232153";2025;53305;53;"1";"2";"3";"2"
"L1096242153";2025;50519;50;"2";"3";"3";"1"
"L6396232162";2025;38080;38;"1";"2";"2";"2"
"L8296232159";2025;19039;19;"2";"2";"2";"2"
"L2496242153";2025;38172;38;"1";"1";"3";"2"
"L1296242157";2025;12056;12;"3";"3";"3";"3"
"L4396242153";2025;42002;42;"3";"3";"1";"2"
"L3296242156";2025;38167;38;"2";"2";"2";"2"
"L5796242153";2025;49101;49;"2";"3";"2";"3"
"L4796242155";2025;42024;42;"1";"1";"2";"1"
"L6296242157";2025;52070;52;"2";"1";"1";"1"
"L7996242157";2025;56324;56;"3";"2";"2";"3"
"L0996252155";2025;56103;56;"1";"2";"3";"1"
"L0896252156";2025;41207;41;"1";"2";"2";"1"
"L1596252157";2025;25016;25;"1";"2";"2";"2"
"L5396252152";2025;16091;16;"2";"3";"2";"3"
"L2996252157";2025;32162;32;"3";"2";"2";"2"
"L2896252158";2025;29065;29;"2";"3";"3";"2"
"L3196252158";2025;50833;50;"2";"2";"1";"2"
"L7096252152";2025;29033;29;"1";"1";"1";"1"
"L3096252159";2025;38170;38;"2";"2";"3";"2"
"L6096252157";2025;50119;50;"1";"2";"3";"3"
"L7996252158";2025;41138;41;"1";"2";"2";"1"
"L8096252160";2025;33080;33;"3";"2";"1";"2"
"L9396252158";2025;50128;50;"2";"2";"2";"2"
"L9596252159";2025;11085;11;"3";"1";"2";"2"
"L1396262160";2025;12062;12;"2";"3";"3";"2"
"L0296272155";2025;13061;13;"2";"2";"2";"2"
"L9396262159";2025;21076;21;"1";"2";"2";"2"
"L5196272153";2025;43010;43;"2";"3";"3";"2"
"L2496272158";2025;56124;56;"3";"3";"2";"2"
"L5096272154";2025;29010;29;"2";"1";"2";"2"
"L6396272152";2025;55041;55;"2";"2";"2";"2"
"L0496272162";2025;55126;55;"3";"";"1";"1"
"L6996272155";2025;56110;56;"1";"1";"1";"1"
"L5596272158";2025;50229;50;"";"";"";"3"
"L8196272154";2025;37066;37;"2";"2";"3";"2"
"L8396272155";2025;12005;12;"1";"1";"2";"2"
"L5296272162";2025;12024;12;"1";"1";"2";"1"
"L7196272159";2025;49005;49;"2";"3";"3";"2"
"L5596272162";2025;39118;39;"1";"1";"2";"2"
"L2696282151";2025;56116;56;"2";"2";"2";"2"
"L8696272158";2025;51130;51;"1";"1";"1";"1"
"L1696282156";2025;47006;47;"2";"3";"2";"2"
"L2996282154";2025;32120;32;"1";"2";"1";"1"
"L4696282153";2025;50928;50;"2";"1";"2";"1"
"L4996282153";2025;49012;49;"3";"2";"2";"2"
"L7696282151";2025;55070;55;"2";"2";"2";"2"
"L1996282162";2025;12052;12;"1";"2";"2";"1"
"L5196282157";2025;36080;36;"3";"3";"3";"3"
"L9396282151";2025;41058;41;"1";"2";"2";"1"
"L4096282160";2025;21048;21;"3";"2";"2";"2"
"L9596282152";2025;55021;55;"1";"1";"1";"1"
"L5796282160";2025;16034;16;"1";"1";"2";"1"
"L7096282158";2025;13028;13;"1";"2";"3";"1"
"L9796282156";2025;13014;13;"1";"1";"1";"2"
"L9996282157";2025;41056;41;"2";"1";"1";"2"
"L1296292155";2025;49201;49;"2";"3";"2";"3"
"L8196282162";2025;56324;56;"2";"2";"2";"2"
"L1396292157";2025;19031;19;"2";"3";"3";"3"
"L5996292152";2025;38163;38;"1";"2";"3";"2"
"L5896292153";2025;12017;12;"2";"3";"2";"3"
"L7496292151";2025;36080;36;"3";"3";"3";"3"
"L5296292160";2025;40070;40;"1";"2";"3";"1"
"L8096292157";2025;47461;47;"2";"3";"2";"3"
"L8196292159";2025;44018;44;"1";"2";"2";"2"
"L0396302160";2025;51121;51;"1";"2";"1";"1"
"L4296302154";2025;50921;50;"3";"3";"2";"3"
"L4596302154";2025;50801;50;"1";"1";"1";"2"
"L7096302151";2025;50119;50;"2";"2";"3";"2"
"L4696302156";2025;32132;32;"2";"2";"2";"3"
"L5996302154";2025;41099;41;"1";"3";"2";"1"
"L7296302152";2025;38172;38;"2";"2";"2";"1"
"L6196302155";2025;50932;50;"2";"1";"2";"1"
"L4796302158";2025;39132;39;"3";"3";"1";"3"
"L7796302156";2025;34020;34;"2";"1";"1";"1"
"L0396312152";2025;24086;24;"2";"2";"2";"3"
"L7996302157";2025;41068;41;"2";"1";"1";"1"
"L0596312153";2025;55012;55;"2";"2";"1";"3"
"L7896302158";2025;39106;39;"1";"2";"3";"2"
"L8196302158";2025;44039;44;"3";"";"";"2"
"L2096312152";2025;16003;16;"2";"2";"1";"3"
"L4196312153";2025;38176;38;"3";"2";"2";"2"
"L6896312151";2025;41028;41;"3";"3";"";"2"
"L5796312154";2025;30073;30;"1";"3";"2";"3"
"L7296312153";2025;35074;35;"2";"2";"3";"2"
"L2896312162";2025;11029;11;"2";"3";"2";"2"
"L8696312153";2025;12013;12;"1";"1";"2";"1"
"L6496312159";2025;37090;37;"2";"2";"1";"1"
"L1696322151";2025;24087;24;"1";"2";"2";"3"
"L0596322154";2025;11528;11;"1";"";"";"1"
"L3296322152";2025;50921;50;"1";"1";"2";"1"
"L7396312162";2025;13074;13;"1";"2";"1";"2"
"L9296312159";2025;47006;47;"1";"3";"2";"2"
"L2096322156";2025;25038;25;"2";"1";"1";"1"
"L1296322158";2025;12028;12;"2";"3";"3";"3"
"L2496322157";2025;42002;42;"3";"3";"2";"2"
"L1396322160";2025;25042;25;"1";"2";"1";"2"
"L5596322154";2025;41028;41;"3";"2";"1";"2"
"L7096322153";2025;21053;21;"3";"2";"2";"3"
"L4396322158";2025;17089;17;"2";"2";"1";"1"
"L4296322159";2025;50929;50;"3";"3";"3";"3"
"L8496322153";2025;13104;13;"3";"2";"2";"1"
"L6096322158";2025;51173;51;"2";"1";"1";"1"
"L8696322154";2025;16091;16;"1";"3";"2";"3"
"L0196332153";2025;56618;56;"1";"2";"1";"1"
"L7496322158";2025;26000;26;"2";"1";"2";"2"
"L7696322159";2025;14070;14;"1";"2";"1";"1"
"L3996332157";2025;41028;41;"3";"2";"1";"1"
"L7896332151";2025;38323;38;"2";"1";"2";"2"
"L4196332158";2025;51130;51;"1";"2";"2";"2"
"L2196332162";2025;13029;13;"2";"3";"1";"3"
"L6696332155";2025;41032;41;"2";"2";"2";"2"
"L6996332155";2025;56216;56;"2";"1";"2";"1"
"L1196342152";2025;18066;18;"3";"2";"3";"2"
"L7396332160";2025;39118;39;"1";"2";"2";"2"
"L2996342154";2025;41097;41;"3";"3";"1";"3"
"L0796342159";2025;13074;13;"2";"3";"2";"2"
"L2296342158";2025;41000;41;"2";"2";"2";"2"
"L3896342159";2025;51230;51;"2";"3";"1";"2"
"L6696342156";2025;11040;11;"3";"3";"2";"3"
"L5496342160";2025;47301;47;"2";"3";"3";"2"
"L8396342156";2025;15220;15;"1";"2";"3";"2"
"L8296342157";2025;12034;12;"2";"1";"1";"2"
"L9896342155";2025;11055;11;"2";"3";"1";"1"
"L8496342158";2025;11011;11;"2";"3";"3";"2"
"L3896352151";2025;12061;12;"2";"3";"3";"3"
"L9896342158";2025;26082;26;"2";"2";"1";"1"
"L0096352159";2025;51140;51;"2";"2";"2";"2"
"L5996352152";2025;30035;30;"2";"3";"3";"3"
"L4996352157";2025;39421;39;"1";"1";"2";"1"
"L2296362151";2025;56324;56;"1";"2";"2";"2"
"L8296352158";2025;42001;42;"1";"2";"1";"1"
"L0896362154";2025;18084;18;"1";"1";"1";"2"
"L3696362151";2025;12022;12;"1";"1";"2";"1"
"L2496362155";2025;43013;43;"2";"2";"2";"2"
"L3796362153";2025;24046;24;"2";"2";"2";"3"
"L1596362158";2025;37090;37;"1";"2";"2";"1"
"L7296362151";2025;50810;50;"1";"1";"1";"1"
"L3496362159";2025;13074;13;"";"";"";"2"
"L8696362151";2025;36010;36;"1";"2";"2";"2"
"L4696362162";2025;38083;38;"2";"2";"1";"2"
"L6596362159";2025;17082;17;"3";"2";"1";"2"
"L9096362156";2025;51252;51;"3";"1";"3";"1"
"L6096362162";2025;14063;14;"3";"3";"3";"3"
"L0796372156";2025;49017;49;"1";"1";"1";"2"
"L3696372152";2025;30038;30;"3";"2";"2";"2"
"L4896372151";2025;50225;50;"2";"3";"2";"2"
"L1496372160";2025;17836;17;"2";"2";"3";"2"
"L2796372158";2025;41026;41;"2";"2";"2";"2"
"L5696372154";2025;17005;17;"1";"1";"2";"1"
"L2996372159";2025;44020;44;"1";"1";"2";"1"
"L5896372155";2025;51130;51;"3";"2";"2";"2"
"L8496372151";2025;45046;45;"2";"2";"1";"1"
"L7396372154";2025;36078;36;"2";"3";"2";"3"
"L0096382152";2025;16100;16;"2";"2";"1";"1"
"L4196372162";2025;18093;18;"2";"2";"1";"2"
"L3296382151";2025;41098;41;"1";"2";"2";"2"
"L1896382154";2025;29061;29;"3";"3";"2";"3"
"L0496382157";2025;19020;19;"1";"1";"2";"2"
"L9496372159";2025;42012;42;"2";"2";"2";"2"
"L0796382157";2025;13082;13;"2";"1";"3";"1"
"L0696382158";2025;46401;46;"2";"2";"1";"1"
"L1196382158";2025;13024;13;"1";"3";"3";"3"
"L2396382157";2025;50224;50;"1";"1";"1";"1"
"L2296382162";2025;49113;49;"3";"2";"2";"2"
"L4496382159";2025;55041;55;"1";"3";"2";"2"
"L8696382156";2025;17000;17;"2";"2";"2";"2"
"L9996382154";2025;41031;41;"2";"3";"3";"3"
"L5696382162";2025;50121;50;"1";"2";"2";"2"
"L2796392151";2025;19045;19;"3";"3";"3";"3"
"L9096382158";2025;50919;50;"2";"3";"2";"2"
"L2996392152";2025;37098;37;"3";"2";"3";"2"
"L1896392155";2025;50130;50;"1";"1";"3";"1"
"L0496392158";2025;41165;41;"1";"2";"2";"1"
"L4796392153";2025;56516;56;"2";"1";"1";"2"
"L6596392152";2025;41095;41;"3";"3";"1";"3"
"L5096392156";2025;46305;46;"3";"3";"2";"3"
"L3496392162";2025;16104;16;"1";"1";"2";"1"
"L8396392154";2025;55027;55;"1";"1";"1";"1"
"L9796392154";2025;39425;39;"3";"2";"3";"2"
"L9996392155";2025;15130;15;"3";"3";"3";"3"
"L1396402155";2025;11045;11;"2";"2";"2";"2"
"L1596402156";2025;30044;30;"1";"2";"1";"2"
"L8896392162";2025;49108;49;"2";"2";"2";"2"
"L6296402151";2025;39411;39;"3";"2";"1";"1"
"L6196402152";2025;41167;41;"1";"2";"2";"2"
"L6396402153";2025;17074;17;"2";"2";"2";"1"
"L6296402154";2025;17032;17;"2";"1";"2";"2"
"L1996402162";2025;46305;46;"2";"2";"2";"2"
"L8096402153";2025;14006;14;"1";"1";"1";"1"
"L7996402154";2025;42001;42;"2";"2";"1";"2"
"L1296412155";2025;19026;19;"3";"2";"2";"2"
"L4196412151";2025;44023;44;"1";"1";"1";"1"
"L1896412157";2025;30068;30;"2";"2";"2";"2"
"L4696412154";2025;53403;53;"2";"2";"2";"2"
"L5996412152";2025;13019;13;"2";"1";"3";"1"
"L3596412157";2025;50130;50;"3";"3";"2";"3"
"L4896412155";2025;47306;47;"3";"3";"3";"2"
"L6196412153";2025;19094;19;"2";"2";"1";"2"
"L2196412160";2025;55108;55;"2";"1";"2";"1"
"L1496412162";2025;41044;41;"1";"2";"2";"1"
"L4996412157";2025;14060;14;"3";"3";"3";"2"
"L3896412160";2025;51153;51;"2";"3";"2";"3"
"L3196412162";2025;44019;44;"2";"2";"2";"2"
"L7896412156";2025;34048;34;"1";"1";"3";"1"
"L0296422160";2025;19044;19;"1";"2";"2";"2"
"L9896412162";2025;49211;49;"1";"2";"2";"2"
"L5696422153";2025;18065;18;"3";"2";"2";"2"
"L3496422159";2025;16003;16;"2";"2";"2";"2"
"L8996422154";2025;35079;35;"3";"3";"2";"3"
"L8096422158";2025;29080;29;"2";"3";"3";"3"
"L1996432152";2025;35006;35;"1";"2";"2";"2"
"L6096422162";2025;55031;55;"1";"2";"2";"1"
"L9596422157";2025;11045;11;"2";"2";"2";"2"
"L3396432152";2025;32042;32;"3";"2";"2";"2"
"L0896432158";2025;56128;56;"1";"2";"1";"1"
"L5696432154";2025;50115;50;"1";"1";"2";"2"
"L6996432152";2025;36082;36;"1";"2";"3";"2"
"L7396432154";2025;56110;56;"2";"2";"2";"2"
"L4696432159";2025;13026;13;"2";"2";"1";"2"
"L8596432153";2025;11027;11;"1";"1";"1";"1"
"L6396432159";2025;34024;34;"1";"1";"1";"1"
"L0296442153";2025;39113;39;"3";"3";"2";"3"
"L0496442154";2025;18058;18;"2";"2";"2";"2"
"L1896442154";2025;30007;30;"2";"2";"2";"1"
"L0496442157";2025;49201;49;"3";"3";"3";"2"
"L2096442155";2025;36057;36;"2";"3";"2";"2"
"L5296442153";2025;55056;55;"2";"3";"2";"2"
"L3896442156";2025;17005;17;"3";"3";"2";"3"
"L5396442155";2025;55062;55;"2";"2";"1";"3"
"L6896442154";2025;53403;53;"1";"2";"2";"1"
"L2596442162";2025;55026;55;"2";"3";"3";"3"
"L1296452152";2025;21083;21;"2";"1";"1";"1"
"L7596442159";2025;11085;11;"2";"2";"3";"2"
"L9096442158";2025;56718;56;"3";"3";"3";"2"
"L0396452156";2025;39108;39;"2";"2";"2";"2"
"L1596452155";2025;41159;41;"3";"3";"3";"2"
"L0996452158";2025;16057;16;"3";"1";"2";"1"
"L3496452155";2025;56516;56;"3";"3";"3";"3"
"L1096452160";2025;17842;17;"1";"3";"3";"2"
"L4996452154";2025;24085;24;"3";"2";"3";"3"
"L0696452162";2025;56416;56;"3";"2";"3";"2"
"L4096452158";2025;16100;16;"2";"3";"3";"2"
"L9696452152";2025;42002;42;"2";"2";"1";"1"
"L6996452157";2025;11528;11;"2";"3";"1";"2"
"L8496452156";2025;17085;17;"2";"2";"2";"1"
"L9796452154";2025;39135;39;"2";"2";"1";"2"
"L9696452155";2025;16005;16;"1";"3";"2";"2"
"L6896452162";2025;18071;18;"2";"3";"2";"2"
"L4196462152";2025;17082;17;"2";"2";"1";"1"
"L4596462153";2025;15300;15;"1";"1";"2";"2"
"L0596462160";2025;13082;13;"1";"1";"2";"1"
"L3496462156";2025;19026;19;"2";"1";"1";"1"
"L3596462158";2025;41103;41;"2";"3";"2";"3"
"L6196462154";2025;26084;26;"1";"2";"1";"2"
"L5196462156";2025;49203;49;"2";"2";"1";"1"
"L6396462155";2025;49202;49;"2";"2";"2";"3"
"L3696462160";2025;41129;41;"3";"2";"3";"2"
"L9296462151";2025;44036;44;"2";"2";"3";"3"
"L4996462162";2025;39118;39;"3";"3";"2";"3"
"L2596472152";2025;12024;12;"1";"2";"1";"1"
"L1396472156";2025;50130;50;"2";"2";"2";"2"
"L8596462162";2025;49013;49;"1";"1";"3";"1"
"L3296472156";2025;41215;41;"2";"3";"1";"3"
"L3296472159";2025;24065;24;"2";"2";"2";"2"
"L3596472159";2025;49004;49;"3";"3";"2";"2"
"L9296472155";2025;46305;46;"1";"1";"3";"1"
"L9796472159";2025;12055;12;"1";"1";"3";"1"
"L2396482155";2025;49304;49;"2";"2";"1";"2"
"L9496472162";2025;11080;11;"3";"3";"2";"2"
"L4296482155";2025;43018;43;"3";"3";"2";"3"
"L2896482158";2025;15360;15;"1";"1";"1";"1"
"L3096482159";2025;41164;41;"2";"2";"3";"3"
"L4396482157";2025;46403;46;"1";"1";"1";"1"
"L8796482152";2025;51240;51;"1";"2";"2";"2"
"L7396482155";2025;17079;17;"1";"2";"1";"2"
"L7596482156";2025;11045;11;"1";"1";"1";"2"
"L4596482162";2025;52150;52;"1";"2";"3";"2"
"L0396492153";2025;50925;50;"3";"3";"2";"3"
"L7696482158";2025;34006;34;"2";"2";"2";"3"
"L5996482162";2025;11080;11;"3";"2";"3";"2"
"L3296492152";2025;30033;30;"2";"3";"2";"3"
"L5196492152";2025;55082;55;"1";"1";"2";"2"
"L2496492157";2025;41009;41;"2";"1";"1";"2"
"L6896492152";2025;17014;17;"2";"1";"3";"2"
"L4296492159";2025;38174;38;"3";"3";"2";"3"
"L8596492152";2025;47306;47;"3";"3";"2";"2"
"L5896492157";2025;32138;32;"1";"2";"1";"2"
"L7396492156";2025;13083;13;"2";"3";"1";"3"
"L0096502154";2025;36016;36;"2";"2";"2";"2"
"L7696492159";2025;24011;24;"1";"1";"1";"2"
"L7596492160";2025;51160;51;"1";"1";"1";"2"
"L5496502154";2025;13083;13;"2";"2";"2";"3"
"L4096502157";2025;50807;50;"2";"2";"3";"3"
"L7996502151";2025;41167;41;"3";"3";"1";"3"
"L9696502151";2025;39121;39;"3";"1";"2";"2"
"L5896502159";2025;51100;51;"1";"2";"1";"2"
"L7296502159";2025;49001;49;"2";"1";"3";"3"
"L0296512157";2025;13087;13;"2";"2";"2";"2"
"L2896512153";2025;55041;55;"1";"2";"3";"1"
"L9196502160";2025;41078;41;"2";"2";"1";"2"
"L6296512152";2025;50927;50;"2";"1";"2";"3"
"L6696512154";2025;38015;38;"2";"1";"3";"2"
"L7996512152";2025;16092;16;"1";"2";"1";"3"
"L6896512158";2025;36066;36;"2";"2";"2";"3"
"L1096522152";2025;38015;38;"2";"3";"1";"1"
"L1396522155";2025;12014;12;"3";"3";"3";"3"
"L2896522154";2025;12024;12;"3";"2";"2";"3"
"L5896522151";2025;41006;41;"1";"1";"1";"2"
"L0896522160";2025;56117;56;"3";"3";"2";"3"
"L3396522157";2025;38005;38;"2";"1";"1";"2"
"L7496522152";2025;49212;49;"2";"1";"2";"1"
"L8996522151";2025;55126;55;"2";"1";"1";"1"
"L9496522155";2025;49311;49;"1";"1";"1";"2"
"L1096532153";2025;41059;41;"";"";"";"3"
"L0996532154";2025;24011;24;"1";"1";"1";"1"
"L0396532160";2025;35005;35;"3";"3";"1";"3"
"L5896532152";2025;16039;16;"2";"2";"3";"2"
"L6396532156";2025;34030;34;"3";"3";"3";"3"
"L6596532157";2025;17082;17;"1";"2";"1";"1"
"L0696542155";2025;46504;46;"3";"3";"3";"3"
"L9596532158";2025;36067;36;"2";"1";"1";"1"
"L3796542152";2025;13018;13;"2";"2";"2";"2"
"L9696532160";2025;29026;29;"1";"2";"1";"2"
"L5396542152";2025;16039;16;"3";"2";"3";"2"
"L7196542151";2025;56218;56;"1";"2";"1";"1"
"L4596542158";2025;29020;29;"2";"2";"2";"1"
"L7496542154";2025;22037;22;"2";"3";"3";"3"
"L6096542157";2025;15220;15;"3";"3";"2";"3"
"L4696542160";2025;36056;36;"2";"3";"2";"3"
"L0396552153";2025;19018;19;"2";"3";"3";"3"
"L9296542156";2025;51275;51;"3";"3";"3";"3"
"L1896552152";2025;11090;11;"";"";"";"2"
"L7896542159";2025;30020;30;"2";"2";"2";"2"
"L3596552152";2025;51174;51;"1";"2";"2";"1"
"L9596542159";2025;11020;11;"3";"2";"1";"2"
"L4796552151";2025;50925;50;"3";"3";"3";"2"
"L1496552159";2025;18093;18;"3";"3";"1";"3"
"L3996552156";2025;25004;25;"1";"2";"2";"1"
"L2896552159";2025;56210;56;"3";"3";"3";"2"
"L8296552152";2025;50502;50;"2";"2";"3";"2"
"L9796552151";2025;38015;38;"2";"2";"2";"1"
"L5796552158";2025;12021;12;"2";"2";"2";"2"
"L7596552160";2025;53310;53;"3";"3";"2";"3"
"L4596562151";2025;18083;18;"2";"3";"2";"3"
"L6396562152";2025;12071;12;"2";"2";"2";"2"
"L2596562160";2025;53306;53;"2";"2";"1";"2"
"L6696562155";2025;29063;29;"2";"3";"2";"2"
"L4396562159";2025;13108;13;"2";"3";"2";"2"
"L9596562151";2025;14085;14;"1";"3";"2";"1"
"L9496562152";2025;49010;49;"1";"2";"2";"2"
"L9796562152";2025;16058;16;"1";"2";"2";"2"
"L5996562160";2025;50121;50;"3";"3";"3";"3"
"L1396572153";2025;36079;36;"2";"1";"2";"2"
"L6996562162";2025;38003;38;"1";"2";"1";"1"
"L1496572155";2025;49107;49;"3";"3";"2";"3"
"L3096572153";2025;27043;27;"1";"2";"2";"1"
"L2096572157";2025;51153;51;"2";"2";"1";"1"
"L6296572151";2025;49022;49;"2";"2";"2";"3"
"L4896572154";2025;49304;49;"2";"2";"2";"1"
"L6596572154";2025;38338;38;"2";"3";"3";"3"
"L3896572159";2025;17030;17;"2";"3";"2";"3"
"L9096572151";2025;56118;56;"2";"3";"2";"2"
"L8296572157";2025;39114;39;"2";"1";"2";"2"
"L2496582151";2025;55088;55;"1";"2";"2";"1"
"L8696572159";2025;55059;55;"2";"2";"3";"2"
"L9896572158";2025;49334;49;"2";"2";"2";"3"
"L0096582159";2025;30021;30;"1";"2";"2";"2"
"L4796582156";2025;18058;18;"3";"2";"2";"2"
"L5096582159";2025;36081;36;"1";"1";"3";"1"
"L7696582155";2025;37091;37;"2";"2";"1";"1"
"L0996592153";2025;17052;17;"3";"2";"2";"2"
"L8296582158";2025;42002;42;"3";"3";"3";"3"
"L0896592154";2025;40080;40;"2";"3";"3";"3"
"L6596582162";2025;12029;12;"1";"2";"2";"2"
"L1096592155";2025;23070;23;"1";"2";"1";"1"
"L4296592153";2025;55029;55;"2";"1";"2";"3"
"L0296592160";2025;35089;35;"1";"2";"2";"2"
"L3196592156";2025;11026;11;"2";"2";"2";"1"
"L4696592158";2025;38080;38;"2";"";"";"2"
"L5996592156";2025;36050;36;"2";"1";"2";"1"
"L7696592156";2025;56318;56;"2";"2";"2";"3"
"L6296592159";2025;12070;12;"1";"1";"3";"2"
"L7996592159";2025;55016;55;"2";"3";"3";"3"
"L8196592160";2025;11080;11;"2";"2";"3";"2"
"L5596602153";2025;41164;41;"3";"2";"1";"2"
"L6896602151";2025;13060;13;"2";"2";"2";"2"
"L7096602152";2025;16046;16;"2";"2";"3";"2"
"L4696602157";2025;53303;53;"1";"2";"2";"1"
"L3296602160";2025;49307;49;"2";"2";"3";"2"
"L8496602152";2025;12052;12;"2";"1";"2";"1"
"L6296602158";2025;41030;41;"1";"2";"2";"2"
"L9096602155";2025;41102;41;"2";"2";"3";"2"
"L1696612151";2025;16030;16;"2";"2";"3";"2"
"L8996602156";2025;50124;50;"1";"1";"1";"2"
"L1896612152";2025;49011;49;"3";"2";"2";"2"
"L3496612153";2025;50226;50;"2";"2";"2";"3"
"L9496602160";2025;40063;40;"1";"2";"2";"1"
"L9296602162";2025;35078;35;"1";"2";"2";"1"
"L2696612158";2025;39104;39;"2";"3";"1";"2"
"L4296612156";2025;45019;45;"2";"2";"2";"2"
"L5596612154";2025;17839;17;"2";"2";"2";"2"
"L5496612155";2025;21002;21;"1";"1";"1";"1"
"L7196612155";2025;50131;50;"3";"3";"3";"3"
"L8596612155";2025;50133;50;"2";"1";"2";"1"
"L0096622154";2025;47305;47;"2";"2";"2";"2"
"L1696622152";2025;18062;18;"1";"2";"2";"1"
"L8996612157";2025;13069;13;"2";"2";"2";"1"
"L1596622153";2025;53102;53;"2";"2";"2";"2"
"L3196622151";2025;11045;11;"2";"2";"2";"2"
"L0696622157";2025;13024;13;"3";"";"3";""
"L4596622151";2025;18090;18;"";"1";"1";"1"
"L3196622154";2025;58202;58;"2";"1";"1";"1"
"L4496622152";2025;15141;15;"2";"2";"1";"2"
"L4896622153";2025;39119;39;"2";"2";"2";"2"
"L5196622153";2025;16007;16;"1";"2";"1";"1"
"L5396622154";2025;47303;47;"3";"2";"2";"3"
"L2896622160";2025;56510;56;"2";"2";"2";"3"
"L9596622151";2025;41130;41;"2";"3";"1";"3"
"L1296632151";2025;50923;50;"2";"2";"1";"2"
"L8596622156";2025;34068;34;"3";"3";"3";"3"
"L1196632152";2025;11035;11;"2";"1";"3";"2"
"L5296622162";2025;15270;15;"3";"3";"3";"3"
"L8696622158";2025;32039;32;"3";"1";"1";"1"
"L8896622159";2025;39108;39;"1";"1";"2";"1"
"L8896622162";2025;40030;40;"1";"1";"1";"2"
"L0996632160";2025;37090;37;"3";"2";"3";"2"
"L3596632156";2025;46401;46;"1";"2";"3";"2"
"L4896632154";2025;53301;53;"2";"2";"2";"2"
"L3696632158";2025;39132;39;"2";"2";"3";"1"
"L6296632154";2025;30076;30;"1";"1";"2";"1"
"L3096642156";2025;16008;16;"1";"2";"1";"2"
"L3396642156";2025;41028;41;"2";"2";"2";"2"
"L7496642151";2025;41041;41;"2";"2";"1";"2"
"L3696642159";2025;19086;19;"3";"3";"3";"3"
"L4996642157";2025;42001;42;"2";"2";"2";"3"
"L3596642160";2025;13055;13;"2";"3";"3";"2"
"L5096642159";2025;16109;16;"2";"2";"";"3"
"L5296642160";2025;11095;11;"2";"3";"3";"3"
"L7896642156";2025;47431;47;"1";"2";"2";"2"
"L8096642157";2025;11042;11;"1";"1";"3";"1"
"L9696642158";2025;29019;29;"2";"3";"1";"3"
"L3396652160";2025;41078;41;"2";"2";"2";"3"
"L4996652158";2025;50224;50;"1";"1";"1";"1"
"L7596652154";2025;41032;41;"2";"1";"1";"1"
"L7496652155";2025;51252;51;"1";"2";"2";"3"
"L7896652157";2025;36064;36;"1";"1";"2";"2"
"L7996652159";2025;34101;34;"2";"3";"2";"2"
"L2396662154";2025;42202;42;"2";"2";"3";"2"
"L9696652159";2025;50525;50;"3";"3";"2";"2"
"L2796662155";2025;11078;11;"1";"2";"2";"2"
"L5396662151";2025;56118;56;"3";"3";"2";"3"
"L9396652162";2025;14086;14;"2";"3";"2";"2"
"L6796662151";2025;40070;40;"2";"2";"2";"2"
"L3096662158";2025;50106;50;"2";"2";"1";"1"
"L3196662160";2025;51282;51;"1";"2";"2";"2"
"L7296662155";2025;38172;38;"2";"2";"2";"1"
"L0196672154";2025;30035;30;"3";"3";"2";"3"
"L5896662162";2025;22077;22;"2";"2";"2";"1"
"L9296662158";2025;25016;25;"2";"2";"2";"2"
"L3196672152";2025;49109;49;"3";"1";"3";"3"
"L7596662162";2025;36082;36;"2";"1";"2";"1"
"L9396662160";2025;56211;56;"2";"2";"2";"1"
"L1096672159";2025;56116;56;"";"3";"2";"3"
"L1296672160";2025;16070;16;"1";"2";"2";"2"
"L2596672158";2025;55079;55;"2";"2";"2";"2"
"L3896672156";2025;41097;41;"3";"1";"3";"2"
"L2796672159";2025;50110;50;"2";"2";"3";"3"
"L4096672157";2025;50121;50;"2";"2";"1";"2"
"L2696672160";2025;41037;41;"1";"1";"1";"2"
"L6996672153";2025;38171;38;"2";"2";"3";"3"
"L5596672156";2025;41099;41;"2";"2";"2";"2"
"L5696672158";2025;13058;13;"2";"1";"2";"1"
"L3996672162";2025;38338;38;"2";"2";"2";"2"
"L9796672153";2025;56618;56;"3";"2";"3";"2"
"L8796672155";2025;49105;49;"1";"1";"2";"2"
"L8696672156";2025;41028;41;"2";"2";"2";"3"
"L1296682152";2025;16035;16;"1";"2";"3";"2"
"L7496672160";2025;41068;41;"2";"2";"3";"2"
"L4496682151";2025;20022;20;"2";"3";"3";"2"
"L3096682154";2025;12006;12;"3";"2";"2";"3"
"L1096682160";2025;44022;44;"1";"1";"2";"2"
"L6696682154";2025;11078;11;"2";"2";"1";"2"
"L6596682155";2025;43012;43;"2";"2";"1";"1"
"L3796682162";2025;38163;38;"2";"3";"3";"3"
"L8296682155";2025;50802;50;"1";"1";"3";"1"
"L9796682154";2025;13088;13;"2";"3";"2";"2"
"L7096682159";2025;49301;49;"3";"3";"2";"3"
"L0696692159";2025;37027;37;"1";"2";"2";"2"
"L4596692153";2025;14080;14;"1";"1";"2";"2"
"L0896692160";2025;41203;41;"2";"1";"2";"3"
"L0196692162";2025;41028;41;"1";"2";"1";"1"
